City,State,ISO,Population,Current_Power_Usage_MW,Power_Usage_per_Capita_kW,Is_Hub,Avg_LMP_USD_per_MWh,LMP_Volatility,High_Price_Days,Elec_Rate_Change_Pct
Philadelphia,PA,PJM,1600000,2145.38,1.3409,0,48.66,5,3,0.04737
Los Angeles,CA,CAISO,3900000,6346.66,1.6273,1,38.48,5,2,0.05294
Philadelphia,PA,PJM,1600000,2145.09,1.3407,0,34.17,5,2,0.03364
Detroit,MI,MISO,640000,946.66,1.4792,0,49.3,5,3,0.04748
Dallas,TX,ERCOT,1300000,2119.13,1.6301,1,39.22,5,2,0.05675
Baltimore,MD,PJM,580000,776.08,1.3381,0,29.26,5,1,0.0347
Houston,TX,ERCOT,2300000,3452.78,1.5012,0,57.9,5,4,0.05686
Hartford,CT,ISONE,120000,156.87,1.3073,0,35.58,5,2,0.03953
Los Angeles,CA,CAISO,3900000,6409.61,1.6435,1,38.11,5,2,0.05816
Cleveland,OH,PJM,370000,527.4,1.4254,0,43.41,5,2,0.0446
Providence,RI,ISONE,190000,278.12,1.4638,0,32.22,5,2,0.03665
Providence,RI,ISONE,190000,255.17,1.343,0,42.36,5,2,0.03628
Providence,RI,ISONE,190000,282.09,1.4847,0,52.66,5,3,0.04316
Detroit,MI,MISO,640000,909.8,1.4216,0,35.69,5,2,0.03672
Dallas,TX,ERCOT,1300000,1927.23,1.4825,1,48.71,5,3,0.0616
Cleveland,OH,PJM,370000,567.54,1.5339,0,36.01,5,2,0.03673
Hartford,CT,ISONE,120000,173.92,1.4493,0,34.12,5,1,0.0368
Indianapolis,IN,MISO,890000,1273.57,1.431,0,47.51,5,3,0.0464
Ashburn,VA,PJM,50000,79.36,1.5872,1,42.53,5,2,0.05858
Indianapolis,IN,MISO,890000,1196.36,1.3442,0,38.44,5,2,0.04115
Baltimore,MD,PJM,580000,827.33,1.4264,0,47.21,5,3,0.04235
Richmond,VA,PJM,230000,304.15,1.3224,0,37.67,5,2,0.04388
Providence,RI,ISONE,190000,283.9,1.4942,0,43.29,5,3,0.05024
Hartford,CT,ISONE,120000,177.65,1.4804,0,53.63,5,3,0.05285
San Antonio,TX,ERCOT,1450000,2296.04,1.5835,1,37.44,5,2,0.05393
Hartford,CT,ISONE,120000,175.05,1.4588,0,38.5,5,2,0.04146
Richmond,VA,PJM,230000,339.51,1.4761,0,44.13,5,2,0.04462
Baltimore,MD,PJM,580000,898.91,1.5498,0,20.0,5,0,0.02611
Richmond,VA,PJM,230000,345.28,1.5012,0,34.24,5,2,0.0423
Baltimore,MD,PJM,580000,800.25,1.3797,0,48.62,5,3,0.04586
Des Moines,IA,MISO,215000,284.98,1.3255,1,41.0,5,2,0.05894
Baltimore,MD,PJM,580000,761.1,1.3122,0,24.88,5,1,0.02789
Des Moines,IA,MISO,215000,315.36,1.4668,1,36.27,5,2,0.05206
Detroit,MI,MISO,640000,905.68,1.4151,0,43.17,5,3,0.04179
San Antonio,TX,ERCOT,1450000,2389.91,1.6482,1,47.37,5,3,0.0629
Providence,RI,ISONE,190000,269.83,1.4202,0,37.36,5,2,0.04484
Philadelphia,PA,PJM,1600000,2432.17,1.5201,0,39.83,5,2,0.03847
Minneapolis,MN,MISO,430000,563.26,1.3099,1,40.84,5,2,0.0605
Sacramento,CA,CAISO,525000,884.22,1.6842,0,37.07,5,2,0.03488
Ashburn,VA,PJM,50000,67.56,1.3513,1,34.21,5,1,0.05287
Hartford,CT,ISONE,120000,157.35,1.3113,0,52.6,5,3,0.05444
Cleveland,OH,PJM,370000,544.67,1.4721,0,37.04,5,2,0.04409
Indianapolis,IN,MISO,890000,1285.59,1.4445,0,40.19,5,2,0.04566
Indianapolis,IN,MISO,890000,1236.22,1.389,0,43.97,5,3,0.04424
Houston,TX,ERCOT,2300000,3636.75,1.5812,0,38.17,5,2,0.04641
Detroit,MI,MISO,640000,942.54,1.4727,0,34.49,5,2,0.04488
Philadelphia,PA,PJM,1600000,2138.75,1.3367,0,20.0,5,1,0.02769
Minneapolis,MN,MISO,430000,618.59,1.4386,1,44.87,5,3,0.06133
Philadelphia,PA,PJM,1600000,2152.96,1.3456,0,23.25,5,1,0.03014
Sacramento,CA,CAISO,525000,750.38,1.4293,0,35.01,5,2,0.04251
Philadelphia,PA,PJM,1600000,2542.31,1.5889,0,37.71,5,2,0.04257
Manassas,VA,PJM,42000,54.68,1.302,1,38.7,5,2,0.05708
Baltimore,MD,PJM,580000,847.68,1.4615,0,36.87,5,2,0.04002
Sacramento,CA,CAISO,525000,875.06,1.6668,0,50.94,5,2,0.04486
San Antonio,TX,ERCOT,1450000,2168.52,1.4955,1,36.5,5,2,0.05422
Sacramento,CA,CAISO,525000,882.54,1.681,0,37.35,5,1,0.04172
Richmond,VA,PJM,230000,336.76,1.4642,0,31.94,5,1,0.04149
Cleveland,OH,PJM,370000,572.59,1.5475,0,37.89,5,2,0.04698
Indianapolis,IN,MISO,890000,1296.34,1.4566,0,49.06,5,3,0.04413
Baltimore,MD,PJM,580000,793.56,1.3682,0,46.72,5,2,0.04671
Los Angeles,CA,CAISO,3900000,5695.87,1.4605,1,38.36,5,2,0.05649
Austin,TX,ERCOT,970000,1458.81,1.5039,0,20.0,5,1,0.03125
Des Moines,IA,MISO,215000,310.84,1.4458,1,49.58,5,3,0.06921
Austin,TX,ERCOT,970000,1632.92,1.6834,0,41.6,5,3,0.04373
Hartford,CT,ISONE,120000,162.62,1.3552,0,37.12,5,2,0.04268
Baltimore,MD,PJM,580000,828.84,1.429,0,49.53,5,3,0.04802
Sacramento,CA,CAISO,525000,776.9,1.4798,0,26.56,5,1,0.03658
Austin,TX,ERCOT,970000,1480.43,1.5262,0,43.85,5,2,0.03875
Providence,RI,ISONE,190000,278.76,1.4672,0,57.71,5,3,0.05662
Austin,TX,ERCOT,970000,1581.58,1.6305,0,49.74,5,3,0.04881
Detroit,MI,MISO,640000,870.79,1.3606,0,45.01,5,3,0.04911
Hartford,CT,ISONE,120000,162.08,1.3507,0,46.44,5,3,0.05175
San Diego,CA,CAISO,1400000,2009.16,1.4351,0,45.41,5,3,0.04968
Los Angeles,CA,CAISO,3900000,6434.93,1.65,1,41.58,5,2,0.06256
Manassas,VA,PJM,42000,54.63,1.3008,1,34.13,5,2,0.05352
Los Angeles,CA,CAISO,3900000,6227.34,1.5968,1,46.47,5,3,0.07023
Ashburn,VA,PJM,50000,69.31,1.3862,1,41.73,5,2,0.0697
Providence,RI,ISONE,190000,281.93,1.4838,0,35.67,5,2,0.03931
Boston,MA,ISONE,675000,886.88,1.3139,1,35.9,5,2,0.05329
Houston,TX,ERCOT,2300000,3267.22,1.4205,0,47.23,5,3,0.04628
Sacramento,CA,CAISO,525000,826.63,1.5745,0,50.08,5,3,0.05014
Baltimore,MD,PJM,580000,828.91,1.4292,0,49.55,5,3,0.04846
Philadelphia,PA,PJM,1600000,2238.15,1.3988,0,34.17,5,2,0.03976
San Antonio,TX,ERCOT,1450000,2037.17,1.4049,1,40.98,5,2,0.06463
Los Angeles,CA,CAISO,3900000,6577.02,1.6864,1,38.94,5,2,0.05995
Baltimore,MD,PJM,580000,761.98,1.3138,0,45.53,5,3,0.04706
Cleveland,OH,PJM,370000,539.61,1.4584,0,35.67,5,2,0.04158
Los Angeles,CA,CAISO,3900000,5788.33,1.4842,1,46.69,5,3,0.06872
Houston,TX,ERCOT,2300000,3763.61,1.6364,0,31.77,5,1,0.03729
Baltimore,MD,PJM,580000,831.88,1.4343,0,41.36,5,3,0.03669
Houston,TX,ERCOT,2300000,3362.09,1.4618,0,43.68,5,2,0.04455
Providence,RI,ISONE,190000,277.45,1.4602,0,33.97,5,2,0.04389
Santa Clara,CA,CAISO,130000,218.27,1.679,1,39.53,5,2,0.05596
Indianapolis,IN,MISO,890000,1243.67,1.3974,0,50.36,5,2,0.04937
Boston,MA,ISONE,675000,966.12,1.4313,1,34.56,5,2,0.05463
Detroit,MI,MISO,640000,845.33,1.3208,0,38.89,5,2,0.04337
San Diego,CA,CAISO,1400000,2083.04,1.4879,0,22.92,5,1,0.03082
Cleveland,OH,PJM,370000,547.8,1.4805,0,56.85,5,4,0.05667
Minneapolis,MN,MISO,430000,632.22,1.4703,1,33.72,5,1,0.05822
Sacramento,CA,CAISO,525000,877.42,1.6713,0,31.49,5,1,0.03649
Minneapolis,MN,MISO,430000,595.57,1.385,1,38.91,5,2,0.05982
Los Angeles,CA,CAISO,3900000,6091.4,1.5619,1,43.68,5,3,0.06414
Baltimore,MD,PJM,580000,893.83,1.5411,0,48.92,5,2,0.05022
Sacramento,CA,CAISO,525000,757.57,1.443,0,26.75,5,1,0.03848
Richmond,VA,PJM,230000,358.17,1.5572,0,29.13,5,1,0.03827
Sacramento,CA,CAISO,525000,745.42,1.4198,0,45.11,5,3,0.04524
Minneapolis,MN,MISO,430000,642.66,1.4946,1,43.68,5,3,0.06486
Sacramento,CA,CAISO,525000,877.28,1.671,0,50.52,5,3,0.05156
Indianapolis,IN,MISO,890000,1312.99,1.4753,0,42.14,5,2,0.05022
Santa Clara,CA,CAISO,130000,193.99,1.4922,1,39.11,5,2,0.05656
Minneapolis,MN,MISO,430000,618.44,1.4382,1,35.17,5,2,0.05424
Cleveland,OH,PJM,370000,560.37,1.5145,0,46.38,5,2,0.04784
Manassas,VA,PJM,42000,63.18,1.5042,1,37.86,5,2,0.06029
Des Moines,IA,MISO,215000,299.83,1.3946,1,40.37,5,2,0.05693
Indianapolis,IN,MISO,890000,1325.83,1.4897,0,45.58,5,3,0.04642
Philadelphia,PA,PJM,1600000,2245.68,1.4035,0,26.16,5,1,0.03568
Philadelphia,PA,PJM,1600000,2542.45,1.589,0,62.36,5,4,0.0593
Indianapolis,IN,MISO,890000,1265.76,1.4222,0,47.63,5,3,0.04963
Richmond,VA,PJM,230000,355.09,1.5439,0,45.2,5,2,0.04757
Minneapolis,MN,MISO,430000,615.69,1.4318,1,38.07,5,2,0.05809
Hartford,CT,ISONE,120000,178.86,1.4905,0,41.67,5,2,0.04694
Hartford,CT,ISONE,120000,172.45,1.4371,0,42.9,5,3,0.0507
Austin,TX,ERCOT,970000,1625.21,1.6755,0,35.41,5,2,0.03467
San Diego,CA,CAISO,1400000,1972.0,1.4086,0,33.02,5,1,0.0359
Sacramento,CA,CAISO,525000,833.64,1.5879,0,58.37,5,4,0.05855
Sacramento,CA,CAISO,525000,754.01,1.4362,0,34.0,5,2,0.0426
Richmond,VA,PJM,230000,336.32,1.4623,0,35.18,5,2,0.03869
San Diego,CA,CAISO,1400000,2246.91,1.6049,0,58.75,5,4,0.05209
Baltimore,MD,PJM,580000,927.52,1.5992,0,52.35,5,3,0.05736
Detroit,MI,MISO,640000,951.91,1.4874,0,58.07,5,4,0.05607
Cleveland,OH,PJM,370000,548.89,1.4835,0,42.31,5,3,0.04607
Detroit,MI,MISO,640000,919.1,1.4361,0,29.07,5,2,0.03611
Cleveland,OH,PJM,370000,515.15,1.3923,0,51.62,5,3,0.05416
Philadelphia,PA,PJM,1600000,2308.4,1.4427,0,41.65,5,2,0.04035
Baltimore,MD,PJM,580000,861.72,1.4857,0,64.36,5,4,0.06256
Manassas,VA,PJM,42000,56.86,1.3538,1,31.99,5,1,0.0504
Hartford,CT,ISONE,120000,161.21,1.3434,0,20.0,5,1,0.03285
Providence,RI,ISONE,190000,250.52,1.3185,0,32.26,5,2,0.03851
Detroit,MI,MISO,640000,913.85,1.4279,0,25.75,5,1,0.03319
Providence,RI,ISONE,190000,249.73,1.3144,0,53.08,5,3,0.05265
Cleveland,OH,PJM,370000,580.75,1.5696,0,36.16,5,2,0.04266
Manassas,VA,PJM,42000,65.67,1.5635,1,40.99,5,2,0.05971
Sacramento,CA,CAISO,525000,817.47,1.5571,0,45.96,5,2,0.04513
San Antonio,TX,ERCOT,1450000,2304.28,1.5892,1,40.17,5,2,0.05753
Philadelphia,PA,PJM,1600000,2469.1,1.5432,0,44.27,5,3,0.0484
Richmond,VA,PJM,230000,343.62,1.494,0,45.75,5,3,0.04911
Dallas,TX,ERCOT,1300000,2165.75,1.666,1,48.78,5,3,0.06551
Providence,RI,ISONE,190000,255.96,1.3471,0,38.46,5,2,0.03912
San Diego,CA,CAISO,1400000,2278.21,1.6273,0,32.43,5,1,0.03167
Philadelphia,PA,PJM,1600000,2349.77,1.4686,0,42.04,5,2,0.04282
Des Moines,IA,MISO,215000,298.36,1.3877,1,42.41,5,2,0.06114
Santa Clara,CA,CAISO,130000,211.47,1.6267,1,46.23,5,3,0.0565
Indianapolis,IN,MISO,890000,1233.72,1.3862,0,23.44,5,1,0.03093
Philadelphia,PA,PJM,1600000,2403.24,1.502,0,32.49,5,2,0.04211
Hartford,CT,ISONE,120000,171.64,1.4304,0,47.06,5,3,0.04752
Cleveland,OH,PJM,370000,488.95,1.3215,0,29.83,5,2,0.04075
Cleveland,OH,PJM,370000,521.17,1.4086,0,42.97,5,3,0.04569
Ashburn,VA,PJM,50000,67.75,1.355,1,35.74,5,2,0.05712
Detroit,MI,MISO,640000,852.7,1.3323,0,33.03,5,2,0.03769
Houston,TX,ERCOT,2300000,3244.62,1.4107,0,33.79,5,2,0.03592
Boston,MA,ISONE,675000,927.68,1.3743,1,44.76,5,2,0.05912
Detroit,MI,MISO,640000,870.21,1.3597,0,46.47,5,2,0.04442
Sacramento,CA,CAISO,525000,806.63,1.5364,0,39.33,5,2,0.0437
Richmond,VA,PJM,230000,364.39,1.5843,0,38.62,5,2,0.04217
Houston,TX,ERCOT,2300000,3636.91,1.5813,0,30.22,5,2,0.03588
San Diego,CA,CAISO,1400000,2234.27,1.5959,0,27.09,5,1,0.03354
San Diego,CA,CAISO,1400000,2179.88,1.5571,0,39.21,5,2,0.04347
San Antonio,TX,ERCOT,1450000,2139.47,1.4755,1,43.84,5,3,0.06201
Austin,TX,ERCOT,970000,1481.93,1.5278,0,34.92,5,2,0.03401
Sacramento,CA,CAISO,525000,755.01,1.4381,0,35.52,5,2,0.04335
Ashburn,VA,PJM,50000,70.87,1.4175,1,38.26,5,2,0.06223
Baltimore,MD,PJM,580000,803.11,1.3847,0,39.24,5,2,0.04506
Sacramento,CA,CAISO,525000,743.19,1.4156,0,41.18,5,2,0.04306
Houston,TX,ERCOT,2300000,3589.12,1.5605,0,28.32,5,1,0.03705
Dallas,TX,ERCOT,1300000,2038.48,1.5681,1,39.83,5,2,0.05956
Cleveland,OH,PJM,370000,574.5,1.5527,0,45.62,5,2,0.05065
Detroit,MI,MISO,640000,863.31,1.3489,0,34.59,5,2,0.04387
Cleveland,OH,PJM,370000,549.06,1.484,0,39.59,5,2,0.0478
Minneapolis,MN,MISO,430000,636.81,1.4809,1,42.39,5,2,0.06161
Hartford,CT,ISONE,120000,176.55,1.4712,0,58.7,5,4,0.06446
Sacramento,CA,CAISO,525000,837.81,1.5958,0,54.63,5,3,0.05134
Sacramento,CA,CAISO,525000,814.02,1.5505,0,31.1,5,2,0.03421
Manassas,VA,PJM,42000,56.05,1.3344,1,46.33,5,2,0.06503
Sacramento,CA,CAISO,525000,780.35,1.4864,0,23.29,5,1,0.02768
Richmond,VA,PJM,230000,318.77,1.386,0,36.86,5,2,0.04948
Des Moines,IA,MISO,215000,296.7,1.38,1,44.2,5,3,0.0554
Cleveland,OH,PJM,370000,541.34,1.4631,0,27.16,5,1,0.03401
Austin,TX,ERCOT,970000,1497.89,1.5442,0,29.71,5,2,0.0304
Detroit,MI,MISO,640000,950.97,1.4859,0,55.92,5,3,0.04679
Houston,TX,ERCOT,2300000,3226.71,1.4029,0,31.1,5,1,0.03626
Baltimore,MD,PJM,580000,815.66,1.4063,0,40.85,5,2,0.04179
Cleveland,OH,PJM,370000,574.62,1.553,0,36.92,5,2,0.04227
Hartford,CT,ISONE,120000,170.9,1.4242,0,36.99,5,2,0.04331
Baltimore,MD,PJM,580000,848.7,1.4633,0,38.03,5,2,0.038
Boston,MA,ISONE,675000,942.61,1.3965,1,45.53,5,2,0.06397
Philadelphia,PA,PJM,1600000,2344.88,1.4656,0,30.1,5,1,0.02935
Sacramento,CA,CAISO,525000,851.5,1.6219,0,58.75,5,3,0.05767
San Antonio,TX,ERCOT,1450000,2404.32,1.6582,1,39.4,5,2,0.05522
San Diego,CA,CAISO,1400000,2263.96,1.6171,0,29.5,5,2,0.03946
Sacramento,CA,CAISO,525000,744.7,1.4185,0,53.04,5,3,0.04993
Richmond,VA,PJM,230000,313.45,1.3628,0,60.01,5,3,0.05341
Hartford,CT,ISONE,120000,178.47,1.4872,0,26.86,5,1,0.03115
Boston,MA,ISONE,675000,933.44,1.3829,1,40.57,5,2,0.05755
Minneapolis,MN,MISO,430000,572.98,1.3325,1,40.49,5,2,0.05702
Austin,TX,ERCOT,970000,1580.45,1.6293,0,44.27,5,2,0.04518
Houston,TX,ERCOT,2300000,3697.25,1.6075,0,27.48,5,2,0.03953
Hartford,CT,ISONE,120000,160.16,1.3346,0,57.07,5,3,0.04932
Houston,TX,ERCOT,2300000,3863.41,1.6797,0,47.32,5,3,0.04721
San Antonio,TX,ERCOT,1450000,2295.35,1.583,1,45.74,5,3,0.06323
Houston,TX,ERCOT,2300000,3867.56,1.6815,0,30.28,5,2,0.04148
San Diego,CA,CAISO,1400000,2041.58,1.4583,0,51.37,5,4,0.05489
Baltimore,MD,PJM,580000,901.16,1.5537,0,34.44,5,2,0.04011
Santa Clara,CA,CAISO,130000,200.44,1.5418,1,28.99,5,2,0.05302
Sacramento,CA,CAISO,525000,816.96,1.5561,0,28.18,5,1,0.03208
Des Moines,IA,MISO,215000,294.33,1.369,1,46.57,5,3,0.0599
Dallas,TX,ERCOT,1300000,1983.56,1.5258,1,39.83,5,2,0.05806
Richmond,VA,PJM,230000,303.72,1.3205,0,40.1,5,2,0.03446
Minneapolis,MN,MISO,430000,575.92,1.3394,1,39.16,5,2,0.05265
Indianapolis,IN,MISO,890000,1273.06,1.4304,0,53.97,5,3,0.05094
San Antonio,TX,ERCOT,1450000,2283.28,1.5747,1,46.49,5,2,0.06279
Detroit,MI,MISO,640000,835.76,1.3059,0,56.41,5,3,0.05507
Detroit,MI,MISO,640000,951.89,1.4873,0,34.61,5,2,0.03202
Dallas,TX,ERCOT,1300000,1935.14,1.4886,1,33.5,5,2,0.05615
Austin,TX,ERCOT,970000,1626.45,1.6768,0,42.1,5,2,0.04234
Philadelphia,PA,PJM,1600000,2231.43,1.3946,0,29.07,5,2,0.03538
Philadelphia,PA,PJM,1600000,2133.13,1.3332,0,36.77,5,2,0.04411
Austin,TX,ERCOT,970000,1565.06,1.6135,0,36.34,5,2,0.04115
Dallas,TX,ERCOT,1300000,2208.24,1.6986,1,45.87,5,3,0.06342
Ashburn,VA,PJM,50000,69.5,1.3901,1,40.04,5,2,0.05669
Ashburn,VA,PJM,50000,76.52,1.5304,1,36.62,5,2,0.05736
San Diego,CA,CAISO,1400000,2045.14,1.4608,0,35.61,5,2,0.03484
Minneapolis,MN,MISO,430000,570.05,1.3257,1,40.12,5,3,0.05871
Hartford,CT,ISONE,120000,165.41,1.3784,0,46.97,5,3,0.04872
Boston,MA,ISONE,675000,885.05,1.3112,1,35.27,5,2,0.05364
Houston,TX,ERCOT,2300000,3544.03,1.5409,0,28.68,5,2,0.04193
Hartford,CT,ISONE,120000,169.0,1.4083,0,31.89,5,2,0.03898
Indianapolis,IN,MISO,890000,1283.2,1.4418,0,44.41,5,2,0.05015
Philadelphia,PA,PJM,1600000,2551.42,1.5946,0,29.78,5,1,0.03674
Sacramento,CA,CAISO,525000,829.54,1.5801,0,44.73,5,2,0.04488
Austin,TX,ERCOT,970000,1515.45,1.5623,0,59.23,5,4,0.0585
Austin,TX,ERCOT,970000,1612.63,1.6625,0,43.0,5,2,0.04949
Cleveland,OH,PJM,370000,573.52,1.5501,0,24.79,5,1,0.03159
Baltimore,MD,PJM,580000,888.4,1.5317,0,37.59,5,2,0.04581
Indianapolis,IN,MISO,890000,1160.23,1.3036,0,33.25,5,2,0.03969
Minneapolis,MN,MISO,430000,605.38,1.4079,1,36.39,5,2,0.05152
Richmond,VA,PJM,230000,357.16,1.5529,0,41.14,5,2,0.04686
Hartford,CT,ISONE,120000,159.52,1.3293,0,29.34,5,1,0.03061
Boston,MA,ISONE,675000,947.92,1.4043,1,39.88,5,2,0.0562
Los Angeles,CA,CAISO,3900000,5908.49,1.515,1,41.86,5,3,0.05882
Manassas,VA,PJM,42000,59.44,1.4152,1,41.46,5,2,0.05674
Santa Clara,CA,CAISO,130000,184.59,1.42,1,45.78,5,2,0.06516
Hartford,CT,ISONE,120000,162.57,1.3547,0,35.41,5,2,0.04178
Richmond,VA,PJM,230000,348.38,1.5147,0,26.21,5,1,0.03432
Providence,RI,ISONE,190000,269.77,1.4198,0,38.18,5,2,0.04177
Cleveland,OH,PJM,370000,517.14,1.3977,0,51.12,5,2,0.0436
Boston,MA,ISONE,675000,992.91,1.471,1,42.88,5,2,0.06053
San Diego,CA,CAISO,1400000,2081.4,1.4867,0,32.18,5,2,0.03597
San Antonio,TX,ERCOT,1450000,2349.62,1.6204,1,36.73,5,2,0.05902
Austin,TX,ERCOT,970000,1595.72,1.6451,0,49.53,5,3,0.05435
Des Moines,IA,MISO,215000,284.42,1.3229,1,39.23,5,2,0.05475
Cleveland,OH,PJM,370000,522.35,1.4118,0,42.92,5,3,0.04893
Austin,TX,ERCOT,970000,1546.63,1.5945,0,38.64,5,2,0.04142
Dallas,TX,ERCOT,1300000,1988.97,1.53,1,43.28,5,3,0.05899
San Antonio,TX,ERCOT,1450000,2323.17,1.6022,1,45.22,5,3,0.06044
Houston,TX,ERCOT,2300000,3548.0,1.5426,0,20.0,5,1,0.03281
Cleveland,OH,PJM,370000,537.37,1.4524,0,39.53,5,2,0.04256
San Diego,CA,CAISO,1400000,2212.44,1.5803,0,37.75,5,2,0.03603
Los Angeles,CA,CAISO,3900000,5665.63,1.4527,1,45.15,5,3,0.0652
Sacramento,CA,CAISO,525000,798.42,1.5208,0,25.47,5,1,0.03179
Boston,MA,ISONE,675000,951.73,1.41,1,35.99,5,2,0.05502
Houston,TX,ERCOT,2300000,3748.84,1.6299,0,25.43,5,1,0.03731
Baltimore,MD,PJM,580000,810.74,1.3978,0,63.39,5,4,0.0574
Richmond,VA,PJM,230000,321.23,1.3966,0,35.07,5,2,0.03774
Boston,MA,ISONE,675000,927.25,1.3737,1,36.28,5,2,0.06077
Baltimore,MD,PJM,580000,879.59,1.5165,0,49.29,5,3,0.04755
San Diego,CA,CAISO,1400000,1987.64,1.4197,0,29.88,5,1,0.03414
Des Moines,IA,MISO,215000,306.41,1.4251,1,45.38,5,3,0.06611
Austin,TX,ERCOT,970000,1501.38,1.5478,0,44.25,5,2,0.04209
Indianapolis,IN,MISO,890000,1323.2,1.4867,0,38.44,5,2,0.04425
Austin,TX,ERCOT,970000,1640.25,1.691,0,37.34,5,2,0.04295
Sacramento,CA,CAISO,525000,792.61,1.5097,0,64.45,5,4,0.05991
Dallas,TX,ERCOT,1300000,2156.38,1.6588,1,35.63,5,2,0.05511
Austin,TX,ERCOT,970000,1536.72,1.5842,0,57.32,5,3,0.05427
Austin,TX,ERCOT,970000,1444.68,1.4894,0,23.63,5,1,0.03367
Houston,TX,ERCOT,2300000,3884.24,1.6888,0,32.43,5,2,0.04186
Philadelphia,PA,PJM,1600000,2381.7,1.4886,0,46.78,5,3,0.04307
Detroit,MI,MISO,640000,864.91,1.3514,0,20.0,5,1,0.03515
Philadelphia,PA,PJM,1600000,2090.03,1.3063,0,51.27,5,3,0.0502
Dallas,TX,ERCOT,1300000,2004.46,1.5419,1,39.55,5,2,0.05945
Sacramento,CA,CAISO,525000,840.34,1.6006,0,27.44,5,1,0.03414
Santa Clara,CA,CAISO,130000,211.28,1.6252,1,43.52,5,2,0.05961
Indianapolis,IN,MISO,890000,1258.61,1.4142,0,46.18,5,3,0.05193
Minneapolis,MN,MISO,430000,588.39,1.3683,1,45.72,5,3,0.06332
San Antonio,TX,ERCOT,1450000,2428.54,1.6749,1,39.51,5,2,0.05665
Houston,TX,ERCOT,2300000,3716.66,1.6159,0,39.33,5,2,0.03688
San Diego,CA,CAISO,1400000,2066.76,1.4763,0,44.78,5,2,0.04248
Santa Clara,CA,CAISO,130000,214.34,1.6487,1,40.86,5,3,0.05362
Providence,RI,ISONE,190000,283.46,1.4919,0,27.82,5,1,0.03101
Houston,TX,ERCOT,2300000,3722.99,1.6187,0,51.69,5,3,0.04964
Des Moines,IA,MISO,215000,295.88,1.3762,1,41.15,5,2,0.05739
Providence,RI,ISONE,190000,283.19,1.4905,0,37.55,5,2,0.04769
Detroit,MI,MISO,640000,902.59,1.4103,0,48.57,5,3,0.0508
Philadelphia,PA,PJM,1600000,2343.34,1.4646,0,47.43,5,3,0.04984
Manassas,VA,PJM,42000,62.16,1.4799,1,41.8,5,2,0.0605
Boston,MA,ISONE,675000,914.55,1.3549,1,42.0,5,2,0.05487
Detroit,MI,MISO,640000,888.79,1.3887,0,64.94,5,4,0.05446
Detroit,MI,MISO,640000,912.84,1.4263,0,36.13,5,2,0.04008
Dallas,TX,ERCOT,1300000,1853.09,1.4255,1,45.48,5,3,0.06275
Indianapolis,IN,MISO,890000,1309.25,1.4711,0,49.33,5,3,0.04585
Boston,MA,ISONE,675000,976.57,1.4468,1,43.75,5,2,0.0584
Detroit,MI,MISO,640000,893.91,1.3967,0,27.71,5,1,0.0387
Providence,RI,ISONE,190000,273.98,1.442,0,26.34,5,1,0.02906
Cleveland,OH,PJM,370000,570.77,1.5426,0,41.26,5,3,0.04019
Sacramento,CA,CAISO,525000,736.45,1.4028,0,50.38,5,3,0.04648
Ashburn,VA,PJM,50000,76.76,1.5351,1,40.58,5,2,0.05481
San Diego,CA,CAISO,1400000,2168.47,1.5489,0,44.02,5,2,0.04735
Baltimore,MD,PJM,580000,870.05,1.5001,0,36.38,5,2,0.04202
Des Moines,IA,MISO,215000,295.93,1.3764,1,38.71,5,2,0.05722
Des Moines,IA,MISO,215000,303.43,1.4113,1,40.06,5,2,0.05665
Philadelphia,PA,PJM,1600000,2270.7,1.4192,0,43.83,5,3,0.04645
Dallas,TX,ERCOT,1300000,1869.97,1.4384,1,35.58,5,2,0.04873
Detroit,MI,MISO,640000,930.18,1.4534,0,71.98,5,4,0.06114
Sacramento,CA,CAISO,525000,814.78,1.552,0,47.36,5,2,0.04242
San Diego,CA,CAISO,1400000,2070.03,1.4786,0,41.29,5,2,0.04719
Baltimore,MD,PJM,580000,865.91,1.493,0,41.27,5,2,0.04153
Sacramento,CA,CAISO,525000,819.59,1.5611,0,54.46,5,3,0.05006
Des Moines,IA,MISO,215000,315.28,1.4664,1,41.29,5,2,0.05882
Philadelphia,PA,PJM,1600000,2444.74,1.528,0,29.33,5,2,0.04078
Hartford,CT,ISONE,120000,179.42,1.4952,0,52.03,5,3,0.0537
Providence,RI,ISONE,190000,279.06,1.4687,0,28.5,5,1,0.03085
Philadelphia,PA,PJM,1600000,2501.41,1.5634,0,33.61,5,2,0.03682
Indianapolis,IN,MISO,890000,1202.46,1.3511,0,36.83,5,2,0.03889
Providence,RI,ISONE,190000,264.68,1.3931,0,50.54,5,3,0.04669
Austin,TX,ERCOT,970000,1576.71,1.6255,0,46.89,5,3,0.04581
Hartford,CT,ISONE,120000,170.98,1.4248,0,48.61,5,2,0.04471
Detroit,MI,MISO,640000,937.31,1.4646,0,35.04,5,2,0.04483
Philadelphia,PA,PJM,1600000,2431.49,1.5197,0,27.72,5,2,0.04055
Baltimore,MD,PJM,580000,866.32,1.4937,0,39.21,5,2,0.05119
Austin,TX,ERCOT,970000,1572.85,1.6215,0,50.8,5,3,0.05411
San Diego,CA,CAISO,1400000,2268.77,1.6206,0,56.86,5,3,0.05138
