CountyName,StateName,Year,is_hub,Is_Post_Announcement,Avg_Home_Value,HomeValue_Pct_Change
Marion County,FL,2019,0,0,165174.01,8.68
Marion County,GA,2019,0,0,128275.56,-22.34
Marion County,IA,2019,0,0,157342.14,22.66
Marion County,IL,2019,0,0,95621.5,-39.23
Marion County,IN,2019,0,0,140298.0,46.72
Marion County,KS,2019,0,0,72659.89,-48.21
Marion County,KY,2019,0,0,125680.38,72.97
Marion County,MO,2019,0,0,143404.23,14.1
Marion County,MS,2019,0,0,120962.57,-15.65
Marion County,OH,2019,0,0,123035.62,1.71
Marion County,OR,2019,0,0,342046.06,178.01
Marion County,SC,2019,0,0,87627.22,-74.38
Marion County,TN,2019,0,0,152963.97,74.56
Marion County,TX,2019,0,0,138766.24,-9.28
Marion County,WV,2019,0,0,100067.91,-27.89
Marion County,AL,2020,0,0,121470.65,21.39
Marion County,AR,2020,0,0,164565.24,35.48
Marion County,FL,2020,0,0,179236.83,8.92
Marion County,GA,2020,0,0,136960.41,-23.59
Marion County,IA,2020,0,0,173688.44,26.82
Marion County,IL,2020,0,0,107035.52,-38.37
Marion County,IN,2020,0,0,154355.76,44.21
Marion County,KS,2020,0,0,81911.83,-46.93
Marion County,KY,2020,0,0,133933.65,63.51
Marion County,MO,2020,0,0,152119.9,13.58
Marion County,MS,2020,0,0,126244.7,-17.01
Marion County,OH,2020,0,0,132429.74,4.9
Marion County,OR,2020,0,0,367280.72,177.34
Marion County,SC,2020,0,0,96334.06,-73.77
Marion County,TN,2020,0,0,165284.88,71.57
Marion County,TX,2020,0,0,142464.91,-13.81
Marion County,WV,2020,0,0,105749.53,-25.77
Marion County,AL,2021,0,0,131964.49,24.79
Marion County,AR,2021,0,0,191614.35,45.2
Marion County,FL,2021,0,0,215238.39,12.33
Marion County,GA,2021,0,0,156083.71,-27.48
Marion County,IA,2021,0,0,193473.95,23.96
Marion County,IL,2021,0,0,113933.72,-41.11
Marion County,IN,2021,0,0,181186.4,59.03
Marion County,KS,2021,0,0,94586.95,-47.8
Marion County,KY,2021,0,0,153629.74,62.42
Marion County,MO,2021,0,0,175727.63,14.38
Marion County,MS,2021,0,0,143508.81,-18.33
Marion County,OH,2021,0,0,154378.35,7.57
Marion County,OR,2021,0,0,432384.14,180.08
Marion County,SC,2021,0,0,105902.86,-75.51
Marion County,TN,2021,0,0,185613.65,75.27
Marion County,TX,2021,0,0,157145.06,-15.34
Marion County,WV,2021,0,0,120472.81,-23.34
Marion County,AL,2022,0,0,151342.07,25.62
Marion County,AR,2022,0,0,215312.93,42.27
Marion County,FL,2022,0,0,268951.44,24.91
Marion County,GA,2022,0,0,168266.78,-37.44
Marion County,IA,2022,0,0,213728.26,27.02
Marion County,IL,2022,0,0,121861.8,-42.98
Marion County,IN,2022,0,0,210013.06,72.34
Marion County,KS,2022,0,0,108027.64,-48.56
Marion County,KY,2022,0,0,180151.7,66.76
Marion County,MO,2022,0,0,200011.72,11.02
Marion County,MS,2022,0,0,154843.26,-22.58
Marion County,OH,2022,0,0,171329.14,10.65
Marion County,OR,2022,0,0,487110.69,184.31
Marion County,SC,2022,0,0,116126.08,-76.16
Marion County,TN,2022,0,0,218377.09,88.05
Marion County,TX,2022,0,0,174899.93,-19.91
Marion County,WV,2022,0,0,129826.52,-25.77
Marion County,AL,2023,0,0,161608.78,24.48
Marion County,AR,2023,0,0,221836.85,37.27
Marion County,FL,2023,0,0,282772.52,27.47
Marion County,GA,2023,0,0,163111.44,-42.32
Marion County,IA,2023,0,0,217176.38,33.15
Marion County,IL,2023,0,0,125864.04,-42.05
Marion County,IN,2023,0,0,218453.51,73.56
Marion County,KS,2023,0,0,112826.65,-48.35
Marion County,KY,2023,0,0,187058.14,65.79
Marion County,MO,2023,0,0,200559.73,7.22
Marion County,MS,2023,0,0,147202.76,-26.6
Marion County,OH,2023,0,0,177116.48,20.32
Marion County,OR,2023,0,0,482968.51,172.68
Marion County,SC,2023,0,0,112954.31,-76.61
Marion County,TN,2023,0,0,230071.81,103.69
Marion County,TX,2023,0,0,164686.19,-28.42
Marion County,WV,2023,0,0,131882.17,-19.92
Marion County,AL,2024,0,0,157657.94,19.54
Marion County,AR,2024,0,0,227258.13,44.15
Marion County,FL,2024,0,0,290767.62,27.95
Marion County,GA,2024,0,0,180084.54,-38.07
Marion County,IA,2024,0,0,226966.06,26.03
Marion County,IL,2024,0,0,124378.86,-45.2
Marion County,IN,2024,0,0,224564.17,80.55
Marion County,KS,2024,0,0,119937.03,-46.59
Marion County,KY,2024,0,0,198487.06,65.49
Marion County,MO,2024,0,0,216290.48,8.97
Marion County,MS,2024,0,0,147470.03,-31.82
Marion County,OH,2024,0,0,186913.59,26.75
Marion County,OR,2024,0,0,491927.04,163.18
Marion County,SC,2024,0,0,123362.41,-74.92
Marion County,TN,2024,0,0,240536.36,94.98
Marion County,TX,2024,0,0,170293.94,-29.2
Marion County,WV,2024,0,0,135115.62,-20.66
Marion County,AL,2025,0,0,158490.95,17.3
Marion County,AR,2025,0,0,229619.54,44.88
Marion County,FL,2025,0,0,288993.25,25.86
Marion County,GA,2025,0,0,177605.76,-38.54
Marion County,IA,2025,0,0,234681.65,32.14
Marion County,IL,2025,0,0,122012.9,-48.01
Marion County,IN,2025,0,0,230428.6,88.86
Marion County,KS,2025,0,0,120091.07,-47.88
Marion County,KY,2025,0,0,218207.76,81.7
Marion County,MO,2025,0,0,231972.41,6.31
Marion County,MS,2025,0,0,148722.01,-35.89
Marion County,OH,2025,0,0,193579.34,30.16
Marion County,OR,2025,0,0,498396.84,157.46
Marion County,SC,2025,0,0,121505.6,-75.62
Marion County,TN,2025,0,0,245526.43,102.07
Marion County,TX,2025,0,0,170458.22,-30.57
Marion County,WV,2025,0,0,137314.16,-19.44
Philadelphia County,PA,2000,0,0,64289.64,0.0
Philadelphia County,PA,2001,0,0,68266.84,6.19
Philadelphia County,PA,2002,0,0,72589.1,6.33
Philadelphia County,PA,2003,0,0,79986.79,10.19
Philadelphia County,PA,2004,0,0,90709.16,13.41
Philadelphia County,PA,2005,0,0,108938.39,20.1
Philadelphia County,PA,2006,0,0,126511.17,16.13
Philadelphia County,PA,2007,0,0,133413.6,5.46
Philadelphia County,PA,2008,0,0,132301.79,-0.83
Philadelphia County,PA,2009,0,0,126433.47,-4.44
Philadelphia County,PA,2010,0,0,126153.09,-0.22
Philadelphia County,PA,2011,0,0,118791.63,-5.84
Philadelphia County,PA,2012,0,0,114639.82,-3.5
Philadelphia County,PA,2013,0,0,114440.42,-0.17
Philadelphia County,PA,2014,0,0,117981.19,3.09
Philadelphia County,PA,2015,0,0,123371.43,4.57
Philadelphia County,PA,2016,0,0,132981.86,7.79
Philadelphia County,PA,2017,0,0,147504.1,10.92
Philadelphia County,PA,2018,0,0,162338.76,10.06
Philadelphia County,PA,2019,0,0,176538.51,8.75
Philadelphia County,PA,2020,0,0,192412.14,8.99
Philadelphia County,PA,2021,0,0,211949.28,10.15
Philadelphia County,PA,2022,0,0,222954.48,5.19
Philadelphia County,PA,2023,0,0,219088.17,-1.73
Philadelphia County,PA,2024,0,0,223953.84,2.22
Philadelphia County,PA,2025,0,0,230515.16,2.93
Polk County,AR,2000,0,0,62128.0,0.0
Polk County,FL,2000,0,0,82279.19,32.43
Polk County,GA,2000,0,0,65138.52,-20.83
Polk County,IA,2000,0,0,144902.25,122.45
Polk County,NC,2000,0,0,104327.25,-28.0
Polk County,OR,2000,0,0,143626.12,37.67
Polk County,TN,2000,0,0,55627.4,-61.27
Polk County,AR,2001,0,0,66661.1,19.84
Polk County,FL,2001,0,0,86278.75,29.43
Polk County,GA,2001,0,0,69487.76,-19.46
Polk County,IA,2001,0,0,150347.77,116.37
Polk County,NC,2001,0,0,113082.43,-24.79
Polk County,OR,2001,0,0,149916.65,32.57
Polk County,TN,2001,0,0,60620.72,-59.56
Polk County,AR,2002,0,0,68430.86,12.88
Polk County,FL,2002,0,0,89163.06,30.3
Polk County,GA,2002,0,0,73523.99,-17.54
Polk County,IA,2002,0,0,155988.39,112.16
Polk County,NC,2002,0,0,119444.15,-23.43
Polk County,OR,2002,0,0,155976.48,30.59
Polk County,TN,2002,0,0,64961.09,-58.35
Polk County,AR,2003,0,0,70606.97,8.69
Polk County,FL,2003,0,0,95459.36,35.2
Polk County,GA,2003,0,0,76805.17,-19.54
Polk County,IA,2003,0,0,163960.55,113.48
Polk County,NC,2003,0,0,125744.37,-23.31
Polk County,OR,2003,0,0,162022.44,28.85
Polk County,TN,2003,0,0,70100.25,-56.73
Polk County,AR,2004,0,0,73805.03,5.28
Polk County,FL,2004,0,0,104450.08,41.52
Polk County,GA,2004,0,0,80378.27,-23.05
Polk County,IA,2004,0,0,172857.25,115.05
Polk County,NC,2004,0,0,133400.94,-22.83
Polk County,OR,2004,0,0,171995.64,28.93
Polk County,TN,2004,0,0,73869.76,-57.05
Polk County,AR,2005,0,0,79015.63,6.97
Polk County,FL,2005,0,0,125328.42,58.61
Polk County,GA,2005,0,0,78600.02,-37.28
Polk County,IA,2005,0,0,180765.59,129.98
Polk County,NC,2005,0,0,138336.41,-23.47
Polk County,OR,2005,0,0,186748.92,35.0
Polk County,TN,2005,0,0,81052.89,-56.6
Polk County,AR,2006,0,0,83910.62,3.53
Polk County,FL,2006,0,0,156129.63,86.07
Polk County,GA,2006,0,0,82151.55,-47.38
Polk County,IA,2006,0,0,187402.85,128.12
Polk County,NC,2006,0,0,150190.08,-19.86
Polk County,OR,2006,0,0,209491.87,39.48
Polk County,TN,2006,0,0,88945.08,-57.54
Polk County,WI,2006,0,0,158342.72,78.02
Polk County,AR,2007,0,0,86366.15,-45.46
Polk County,FL,2007,0,0,161699.84,87.23
Polk County,GA,2007,0,0,84620.26,-47.67
Polk County,IA,2007,0,0,189403.0,123.83
Polk County,NC,2007,0,0,159893.18,-15.58
Polk County,OR,2007,0,0,234951.82,46.94
Polk County,TN,2007,0,0,94762.36,-59.67
Polk County,WI,2007,0,0,155221.61,63.8
Polk County,AR,2008,0,0,86555.33,-44.24
Polk County,FL,2008,0,0,145806.56,68.45
Polk County,GA,2008,0,0,83842.01,-42.5
Polk County,IA,2008,0,0,186048.05,121.9
Polk County,NC,2008,0,0,165218.51,-11.2
Polk County,OR,2008,0,0,231923.98,40.37
Polk County,TN,2008,0,0,96951.54,-58.2
Polk County,WI,2008,0,0,154115.23,58.96
Polk County,AR,2009,0,0,84995.95,-44.85
Polk County,FL,2009,0,0,118779.25,39.75
Polk County,GA,2009,0,0,78597.91,-33.83
Polk County,IA,2009,0,0,181389.31,130.78
Polk County,MO,2009,0,0,122150.21,-32.66
Polk County,NC,2009,0,0,159492.26,30.57
Polk County,OR,2009,0,0,210818.88,32.18
Polk County,TN,2009,0,0,96904.27,-54.03
Polk County,TX,2009,0,0,105956.26,9.34
Polk County,WI,2009,0,0,147920.87,39.61
Polk County,AR,2010,0,0,83201.7,-43.75
Polk County,FL,2010,0,0,101148.7,21.57
Polk County,GA,2010,0,0,72599.91,-28.22
Polk County,IA,2010,0,0,180674.96,148.86
Polk County,MO,2010,0,0,117689.28,-34.86
Polk County,NC,2010,0,0,154817.77,31.55
Polk County,NE,2010,0,0,83462.72,-46.09
Polk County,OR,2010,0,0,195906.86,134.72
Polk County,TN,2010,0,0,96086.61,-50.95
Polk County,TX,2010,0,0,100374.94,4.46
Polk County,WI,2010,0,0,140032.34,39.51
Polk County,AR,2011,0,0,84339.48,-39.77
Polk County,FL,2011,0,0,84964.16,0.74
Polk County,GA,2011,0,0,66228.16,-22.05
Polk County,IA,2011,0,0,174315.93,163.21
Polk County,MO,2011,0,0,113043.57,-35.15
Polk County,NC,2011,0,0,151823.6,34.31
Polk County,NE,2011,0,0,86138.15,-43.26
Polk County,OR,2011,0,0,184086.46,113.71
Polk County,TN,2011,0,0,94851.97,-48.47
Polk County,TX,2011,0,0,96462.49,1.7
Polk County,WI,2011,0,0,133776.07,38.68
Polk County,AR,2012,0,0,85897.28,-35.79
Polk County,FL,2012,0,0,85886.43,-0.01
Polk County,GA,2012,0,0,65244.87,-24.03
Polk County,IA,2012,0,0,174615.96,167.63
Polk County,MN,2012,0,0,107384.74,-38.5
Polk County,MO,2012,0,0,93981.96,-12.48
Polk County,NC,2012,0,0,148450.31,57.96
Polk County,NE,2012,0,0,88473.16,-40.4
Polk County,OR,2012,0,0,183001.53,106.84
Polk County,TN,2012,0,0,96572.68,-47.23
Polk County,TX,2012,0,0,93383.8,-3.3
Polk County,WI,2012,0,0,135939.95,45.57
Polk County,AR,2013,0,0,87056.78,-35.96
Polk County,FL,2013,0,0,94125.6,8.12
Polk County,GA,2013,0,0,71045.77,-24.52
Polk County,IA,2013,0,0,183525.89,158.32
Polk County,MN,2013,0,0,120997.76,-34.07
Polk County,MO,2013,0,0,102876.36,-14.98
Polk County,NC,2013,0,0,149226.2,45.05
Polk County,NE,2013,0,0,94848.7,-36.44
Polk County,OR,2013,0,0,190757.25,101.12
Polk County,TN,2013,0,0,99977.52,-47.59
Polk County,TX,2013,0,0,95515.31,-4.46
Polk County,WI,2013,0,0,138717.4,45.23
Polk County,AR,2014,0,0,86637.93,-37.54
Polk County,FL,2014,0,0,105255.64,21.49
Polk County,GA,2014,0,0,80443.39,-23.57
Polk County,IA,2014,0,0,192516.48,139.32
Polk County,MN,2014,0,0,133233.12,-30.79
Polk County,MO,2014,0,0,105483.04,-20.83
Polk County,NC,2014,0,0,151999.45,44.1
Polk County,NE,2014,0,0,105515.24,-30.58
Polk County,OR,2014,0,0,202415.74,91.84
Polk County,TN,2014,0,0,104795.27,-48.23
Polk County,TX,2014,0,0,102269.69,-2.41
Polk County,WI,2014,0,0,148373.68,45.08
Polk County,AR,2015,0,0,93509.02,-36.98
Polk County,FL,2015,0,0,115409.3,23.42
Polk County,GA,2015,0,0,87572.96,-24.12
Polk County,IA,2015,0,0,198830.59,127.05
Polk County,MN,2015,0,0,148177.74,-25.48
Polk County,MO,2015,0,0,118297.67,-20.17
Polk County,NC,2015,0,0,160253.2,35.47
Polk County,NE,2015,0,0,110769.98,-30.88
Polk County,OR,2015,0,0,218129.55,96.92
Polk County,TN,2015,0,0,111332.48,-48.96
Polk County,TX,2015,0,0,106851.48,-4.02
Polk County,WI,2015,0,0,156075.81,46.07
Polk County,AR,2016,0,0,99541.15,-36.22
Polk County,FL,2016,0,0,128270.58,28.86
Polk County,GA,2016,0,0,93546.48,-27.07
Polk County,IA,2016,0,0,212453.67,127.11
Polk County,MN,2016,0,0,169349.65,-20.29
Polk County,MO,2016,0,0,127068.55,-24.97
Polk County,NC,2016,0,0,175360.8,38.0
Polk County,NE,2016,0,0,110376.36,-37.06
Polk County,OR,2016,0,0,242621.77,119.81
Polk County,TN,2016,0,0,124401.48,-48.73
Polk County,TX,2016,0,0,104062.83,-16.35
Polk County,WI,2016,0,0,169104.95,62.5
Polk County,AR,2017,0,0,101899.58,-39.74
Polk County,FL,2017,0,0,142930.98,40.27
Polk County,GA,2017,0,0,99937.6,-30.08
Polk County,IA,2017,0,0,225903.54,126.04
Polk County,MN,2017,0,0,177876.92,-21.26
Polk County,MO,2017,0,0,134481.39,-24.4
Polk County,NC,2017,0,0,189987.6,41.27
Polk County,NE,2017,0,0,110307.58,-41.94
Polk County,OR,2017,0,0,268445.51,143.36
Polk County,TN,2017,0,0,135777.53,-49.42
Polk County,TX,2017,0,0,107695.27,-20.68
Polk County,WI,2017,0,0,181855.15,68.86
Polk County,AR,2018,0,0,106775.61,-41.29
Polk County,FL,2018,0,0,159280.55,49.17
Polk County,GA,2018,0,0,112367.98,-29.45
Polk County,IA,2018,0,0,237594.05,111.44
Polk County,MN,2018,0,0,166854.3,-29.77
Polk County,MO,2018,0,0,144797.15,-13.22
Polk County,NC,2018,0,0,200843.28,38.71
Polk County,NE,2018,0,0,112531.54,-43.97
Polk County,OR,2018,0,0,296967.27,163.9
Polk County,TN,2018,0,0,138818.54,-53.25
Polk County,TX,2018,0,0,113574.86,-18.18
Polk County,WI,2018,0,0,194035.36,70.84
Polk County,AR,2019,0,0,111164.65,-42.71
Polk County,FL,2019,0,0,173625.18,56.19
Polk County,GA,2019,0,0,123118.25,-29.09
Polk County,IA,2019,0,0,246308.58,100.06
Polk County,MN,2019,0,0,170128.17,-30.93
Polk County,MO,2019,0,0,165489.48,-2.73
Polk County,NC,2019,0,0,206518.67,24.79
Polk County,NE,2019,0,0,118779.26,-42.48
Polk County,OR,2019,0,0,315667.13,165.76
Polk County,TN,2019,0,0,150411.42,-52.35
Polk County,TX,2019,0,0,124884.25,-16.97
Polk County,WI,2019,0,0,208262.06,66.76
Polk County,AR,2020,0,0,116848.96,-43.89
Polk County,FL,2020,0,0,187318.02,60.31
Polk County,GA,2020,0,0,136551.64,-27.1
Polk County,IA,2020,0,0,254739.03,86.55
Polk County,MN,2020,0,0,174807.4,-31.38
Polk County,MO,2020,0,0,176518.65,0.98
Polk County,NC,2020,0,0,223766.03,26.77
Polk County,NE,2020,0,0,127138.93,-43.18
Polk County,OR,2020,0,0,342444.4,169.35
Polk County,TN,2020,0,0,166716.55,-51.32
Polk County,TX,2020,0,0,134606.15,-19.26
Polk County,WI,2020,0,0,226812.46,68.5
Polk County,AR,2021,0,0,137025.21,-39.59
Polk County,FL,2021,0,0,219815.56,60.42
Polk County,GA,2021,0,0,168695.52,-23.26
Polk County,IA,2021,0,0,279566.69,65.72
Polk County,MN,2021,0,0,191681.38,-31.44
Polk County,MO,2021,0,0,199585.83,4.12
Polk County,NC,2021,0,0,268830.04,34.69
Polk County,NE,2021,0,0,146700.61,-45.43
Polk County,OR,2021,0,0,408976.91,178.78
Polk County,TN,2021,0,0,196866.97,-51.86
Polk County,TX,2021,0,0,155234.01,-21.15
Polk County,WI,2021,0,0,266921.3,71.95
Polk County,AR,2022,0,0,159159.36,-40.37
Polk County,FL,2022,0,0,274634.75,72.55
Polk County,GA,2022,0,0,205783.31,-25.07
Polk County,IA,2022,0,0,310360.0,50.82
Polk County,MN,2022,0,0,210129.01,-32.3
Polk County,MO,2022,0,0,240379.41,14.4
Polk County,NC,2022,0,0,313140.62,30.27
Polk County,NE,2022,0,0,169942.87,-45.73
Polk County,OR,2022,0,0,460293.84,170.85
Polk County,TN,2022,0,0,220770.01,-52.04
Polk County,TX,2022,0,0,178691.0,-19.06
Polk County,WI,2022,0,0,299412.48,67.56
Polk County,AR,2023,0,0,159647.18,-46.68
Polk County,FL,2023,0,0,283554.4,77.61
Polk County,GA,2023,0,0,215605.27,-23.96
Polk County,IA,2023,0,0,320240.19,48.53
Polk County,MN,2023,0,0,219057.78,-31.6
Polk County,MO,2023,0,0,245515.73,12.08
Polk County,NC,2023,0,0,323780.48,31.88
Polk County,NE,2023,0,0,171385.5,-47.07
Polk County,OR,2023,0,0,458801.85,167.7
Polk County,TN,2023,0,0,219417.5,-52.18
Polk County,TX,2023,0,0,175021.2,-20.23
Polk County,WI,2023,0,0,305933.49,74.8
Polk County,AR,2024,0,0,165893.52,-45.77
Polk County,FL,2024,0,0,287532.86,73.32
Polk County,GA,2024,0,0,228730.13,-20.45
Polk County,IA,2024,0,0,330534.09,44.51
Polk County,MN,2024,0,0,227679.83,-31.12
Polk County,MO,2024,0,0,259728.85,14.08
Polk County,NC,2024,0,0,343886.79,32.4
Polk County,NE,2024,0,0,179651.05,-47.76
Polk County,OR,2024,0,0,470463.15,161.88
Polk County,TN,2024,0,0,234067.98,-50.25
Polk County,TX,2024,0,0,177737.98,-24.07
Polk County,WI,2024,0,0,315745.45,77.65
Polk County,AR,2025,0,0,173235.12,-45.13
Polk County,FL,2025,0,0,281147.31,62.29
Polk County,GA,2025,0,0,228200.48,-18.83
Polk County,IA,2025,0,0,337392.29,47.85
Polk County,MN,2025,0,0,239127.03,-29.12
Polk County,MO,2025,0,0,269262.6,12.6
Polk County,NC,2025,0,0,350373.45,30.12
Polk County,NE,2025,0,0,192882.14,-44.95
Polk County,OR,2025,0,0,476401.28,146.99
Polk County,TN,2025,0,0,236355.32,-50.39
Polk County,TX,2025,0,0,179217.27,-24.17
Polk County,WI,2025,0,0,325630.24,81.7
Providence County,RI,2000,0,0,134308.43,0.0
Providence County,RI,2001,0,0,149216.87,11.1
Providence County,RI,2002,0,0,173381.47,16.19
Providence County,RI,2003,0,0,207953.46,19.94
Providence County,RI,2004,0,0,243847.74,17.26
Providence County,RI,2005,0,0,279181.96,14.49
Providence County,RI,2006,0,0,291615.44,4.45
Providence County,RI,2007,0,0,277179.85,-4.95
Providence County,RI,2008,0,0,252370.76,-8.95
Providence County,RI,2009,0,0,217859.61,-13.67
Providence County,RI,2010,0,0,217072.82,-0.36
Providence County,RI,2011,0,0,200187.09,-7.78
Providence County,RI,2012,0,0,189857.49,-5.16
Providence County,RI,2013,0,0,193768.57,2.06
Providence County,RI,2014,0,0,204739.57,5.66
Providence County,RI,2015,0,0,213976.72,4.51
Providence County,RI,2016,0,0,228557.53,6.81
Providence County,RI,2017,0,0,247754.28,8.4
Providence County,RI,2018,0,0,267673.06,8.04
Providence County,RI,2019,0,0,278241.27,3.95
Providence County,RI,2020,0,0,299209.32,7.54
Providence County,RI,2021,0,0,347840.37,16.25
Providence County,RI,2022,0,0,386849.54,11.21
Providence County,RI,2023,0,0,406342.56,5.04
Providence County,RI,2024,0,0,440743.31,8.47
Providence County,RI,2025,0,0,458081.18,3.93
Richmond County,NC,2004,1,0,58797.07,0.0
Richmond County,NC,2005,1,0,62173.49,5.74
Richmond County,NC,2006,1,0,71800.19,15.48
Richmond County,NC,2007,1,0,77599.72,8.08
Richmond County,NC,2008,1,0,77753.63,0.2
Richmond County,NC,2009,1,0,75351.41,-3.09
Richmond County,NC,2010,1,0,73001.5,-3.12
Richmond County,NC,2011,1,0,70808.77,-3.0
Richmond County,VA,2011,1,0,129493.08,82.88
Richmond County,NC,2012,1,0,71802.47,-44.55
Richmond County,VA,2012,1,0,132532.22,84.58
Richmond County,NC,2013,1,0,70550.53,-46.77
Richmond County,VA,2013,1,0,134623.74,90.82
Richmond County,NC,2014,1,0,72282.55,-46.31
Richmond County,VA,2014,1,0,139084.95,92.42
Richmond County,NC,2015,1,0,71056.82,-48.91
Richmond County,VA,2015,1,0,139253.64,95.98
Richmond County,GA,2016,1,0,104471.11,-24.98
Richmond County,NC,2016,1,0,75044.0,-28.17
Richmond County,VA,2016,1,0,140951.25,87.82
Richmond County,GA,2017,1,0,106507.5,-24.44
Richmond County,NC,2017,1,0,79326.04,-25.52
Richmond County,VA,2017,1,0,144414.35,82.05
Richmond County,GA,2018,1,0,111262.31,-22.96
Richmond County,NC,2018,1,0,82912.64,-25.48
Richmond County,VA,2018,1,0,150488.33,81.5
Richmond County,GA,2019,1,0,123022.38,-18.25
Richmond County,NC,2019,1,0,88725.73,-27.88
Richmond County,VA,2019,1,0,153634.02,73.16
Richmond County,GA,2020,1,0,133694.68,-12.98
Richmond County,NC,2020,1,0,97209.16,-27.29
Richmond County,VA,2020,1,0,160829.56,65.45
Richmond County,GA,2021,1,0,164995.07,2.59
Richmond County,NC,2021,1,0,106699.72,-35.33
Richmond County,VA,2021,1,0,181161.08,69.79
Richmond County,GA,2022,1,0,186681.32,3.05
Richmond County,NC,2022,1,0,122617.57,-34.32
Richmond County,VA,2022,1,0,204969.08,67.16
Richmond County,GA,2023,1,0,192807.72,-5.93
Richmond County,NC,2023,1,0,129920.05,-32.62
Richmond County,VA,2023,1,0,214065.17,64.77
Richmond County,GA,2024,1,0,203871.64,-4.76
Richmond County,NC,2024,1,0,130144.1,-36.16
Richmond County,VA,2024,1,0,223973.59,72.1
Richmond County,GA,2025,1,1,205624.95,-8.19
Richmond County,NC,2025,1,1,129868.6,-36.84
Richmond County,VA,2025,1,1,230320.16,77.35
Sacramento County,CA,2000,1,0,173729.96,0.0
Sacramento County,CA,2001,1,0,203413.87,17.09
Sacramento County,CA,2002,1,0,233490.82,14.79
Sacramento County,CA,2003,1,0,274648.49,17.63
Sacramento County,CA,2004,1,0,327272.94,19.16
Sacramento County,CA,2005,1,0,407201.6,24.42
Sacramento County,CA,2006,1,0,436861.77,7.28
Sacramento County,CA,2007,1,0,391490.14,-10.39
Sacramento County,CA,2008,1,0,312411.41,-20.2
Sacramento County,CA,2009,1,0,253469.06,-18.87
Sacramento County,CA,2010,1,0,233057.64,-8.05
Sacramento County,CA,2011,1,0,208780.01,-10.42
Sacramento County,CA,2012,1,0,204670.5,-1.97
Sacramento County,CA,2013,1,0,253512.02,23.86
Sacramento County,CA,2014,1,0,293572.99,15.8
Sacramento County,CA,2015,1,0,317871.57,8.28
Sacramento County,CA,2016,1,0,347481.51,9.32
Sacramento County,CA,2017,1,0,378554.03,8.94
Sacramento County,CA,2018,1,0,409985.16,8.3
Sacramento County,CA,2019,1,0,423726.09,3.35
Sacramento County,CA,2020,1,0,445356.58,5.1
Sacramento County,CA,2021,1,1,525959.29,18.1
Sacramento County,CA,2022,1,1,587771.45,11.75
Sacramento County,CA,2023,1,1,559168.77,-4.87
Sacramento County,CA,2024,1,1,576328.58,3.07
Sacramento County,CA,2025,1,1,575460.79,-0.15
San Diego County,CA,2000,1,0,275155.49,0.0
San Diego County,CA,2001,1,0,313520.04,13.94
San Diego County,CA,2002,1,0,355893.2,13.52
San Diego County,CA,2003,1,0,414892.23,16.58
San Diego County,CA,2004,1,0,501781.17,20.94
San Diego County,CA,2005,1,0,593639.69,18.31
San Diego County,CA,2006,1,0,612883.56,3.24
San Diego County,CA,2007,1,0,578059.86,-5.68
San Diego County,CA,2008,1,0,496728.71,-14.07
San Diego County,CA,2009,1,0,420516.09,-15.34
San Diego County,CA,2010,1,0,420138.14,-0.09
San Diego County,CA,2011,1,0,398995.5,-5.03
San Diego County,CA,2012,1,0,398341.36,-0.16
San Diego County,CA,2013,1,0,454151.04,14.01
San Diego County,CA,2014,1,0,508585.56,11.99
San Diego County,CA,2015,1,0,545819.68,7.32
San Diego County,CA,2016,1,0,583011.33,6.81
San Diego County,CA,2017,1,0,619386.3,6.24
San Diego County,CA,2018,1,0,655600.25,5.85
San Diego County,CA,2019,1,0,656682.28,0.17
San Diego County,CA,2020,1,0,687121.87,4.64
San Diego County,CA,2021,1,0,812291.89,18.22
San Diego County,CA,2022,1,1,946141.86,16.48
San Diego County,CA,2023,1,1,949111.58,0.31
San Diego County,CA,2024,1,1,1009786.95,6.39
San Diego County,CA,2025,1,1,1008654.91,-0.11
Santa Clara County,CA,2000,1,0,694303.01,0.0
Santa Clara County,CA,2001,1,0,846601.56,21.94
Santa Clara County,CA,2002,1,0,842096.56,-0.53
Santa Clara County,CA,2003,1,0,852063.02,1.18
Santa Clara County,CA,2004,1,0,916436.06,7.55
Santa Clara County,CA,2005,1,0,1056041.7,15.23
Santa Clara County,CA,2006,1,0,1103950.67,4.54
Santa Clara County,CA,2007,1,0,1100785.7,-0.29
Santa Clara County,CA,2008,1,0,1005339.03,-8.67
Santa Clara County,CA,2009,1,0,870146.12,-13.45
Santa Clara County,CA,2010,1,0,883302.66,1.51
Santa Clara County,CA,2011,1,0,846047.21,-4.22
Santa Clara County,CA,2012,1,0,922638.82,9.05
Santa Clara County,CA,2013,1,0,1109014.43,20.2
Santa Clara County,CA,2014,1,0,1274192.36,14.89
Santa Clara County,CA,2015,1,0,1478454.57,16.03
Santa Clara County,CA,2016,1,0,1522451.13,2.98
Santa Clara County,CA,2017,1,0,1533644.35,0.74
Santa Clara County,CA,2018,1,0,1836995.86,19.78
Santa Clara County,CA,2019,1,1,1843851.28,0.37
Santa Clara County,CA,2020,1,1,1860525.43,0.9
Santa Clara County,CA,2021,1,1,2121965.01,14.05
Santa Clara County,CA,2022,1,1,2437275.47,14.86
Santa Clara County,CA,2023,1,1,2315234.26,-5.01
