State,Year,RegionID,RegionName,RegionType,StateName,Metro,CountyName,Date,Avg_Home_Value,HomeValue_Pct_Change,Company,Project,Location,AnnouncementDate,Is_Post_Announcement
IA,2014,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2014-12-31,92109.27875004437,1.6041031330038755,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2015,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2015-12-31,94696.31678049103,2.808661695709369,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2016,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2016-12-31,94641.1678187882,-0.0582377050953986,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2017,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2017-12-31,98046.0850299557,3.597712591297464,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2018,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2018-12-31,99999.56903297488,1.992414079993421,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2019,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2019-12-31,106586.26787872026,6.586727232367795,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2020,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2020-12-31,116474.57454357094,9.277280142787392,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2021,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2021-12-31,129569.12270154415,11.242409091672446,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2022,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2022-12-31,144952.90494871934,11.87303110989717,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2023,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2023-12-31,149318.08864609874,3.011449614565298,Microsoft,Des Moines Campus, Various counties,2024-01-01,0
IA,2024,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2024-12-31,156554.76202430567,4.846481390046908,Microsoft,Des Moines Campus, Various counties,2024-01-01,1
IA,2025,43353,Quasqueton,city,IA,"Des Moines-West Des Moines, IA",Buchanan County,2025-09-30,158559.80008435843,1.2807263312383022,Microsoft,Des Moines Campus, Various counties,2024-01-01,1
ID,2001,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2001-12-31,132084.05312655357,6.4341816138832275,,,,,0
ID,2002,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2002-12-31,61050.06790760215,-53.779380279080094,,,,,0
ID,2003,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2003-12-31,73608.69969918802,20.57103656394463,,,,,0
ID,2004,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2004-12-31,84807.43914322174,15.213880274748636,,,,,0
ID,2005,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2005-12-31,118681.37804927508,39.94217871482648,,,,,0
ID,2006,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2006-12-31,109403.92563534885,-7.817108771752168,,,,,0
ID,2007,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2007-12-31,181507.43877358324,65.90578237435518,,,,,0
ID,2008,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2008-12-31,176332.43758643325,-2.851123470264716,,,,,0
ID,2009,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2009-12-31,150366.47201901794,-14.725575125499825,,,,,0
ID,2010,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2010-12-31,141254.55409786265,-6.0598069495191975,,,,,0
ID,2011,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2011-12-31,125300.16768521864,-11.294776663689476,,,,,0
ID,2012,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2012-12-31,138962.53703611591,10.903711944919436,,,,,0
ID,2013,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2013-12-31,169583.1094698561,22.03512765874589,,,,,0
ID,2014,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2014-12-31,179730.50717966873,5.983731364246725,,,,,0
ID,2015,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2015-12-31,201537.8850867776,12.13337582434404,,,,,0
ID,2016,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2016-12-31,206755.42897379817,2.588865058683143,,,,,0
ID,2017,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2017-12-31,229300.68458570293,10.904311303362135,,,,,0
ID,2018,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2018-12-31,260512.78817098096,13.611866724982358,,,,,0
ID,2019,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2019-12-31,292954.7664504534,12.45312312967144,,,,,0
ID,2020,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2020-12-31,347315.5198734488,18.556022856924347,,,,,0
ID,2021,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2021-12-31,458928.10845556745,32.13579071352379,,,,,0
ID,2022,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2022-12-31,469750.86351355654,2.358268072620562,,,,,0
ID,2023,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2023-12-31,463031.9989184514,-1.430303830598756,,,,,0
ID,2024,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2024-12-31,476104.2823284204,2.8231922287235367,,,,,0
ID,2025,38923,Hauser,city,ID,"Coeur d'Alene, ID",Kootenai County,2025-09-30,473323.0723983406,-0.584159822398167,,,,,0
IL,2001,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2001-12-31,55350.642641515056,8.155283217323351,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2002,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2002-12-31,59546.89068880881,7.581209263406841,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2003,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2003-12-31,64182.2095496346,7.784317211539893,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2004,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2004-12-31,68130.855669339,6.152243974478244,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2005,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2005-12-31,73032.98668821134,7.195170192289924,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2006,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2006-12-31,75877.47758473907,3.894802917853113,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2007,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2007-12-31,149604.94606123414,97.16647261258402,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2008,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2008-12-31,141136.19486919558,-5.660742786252704,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2009,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2009-12-31,153325.50840080282,8.63656097778762,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2010,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2010-12-31,148772.83054311643,-2.969289262544228,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2011,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2011-12-31,143279.7136582016,-3.6922849856801383,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2012,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2012-12-31,147293.97822274928,2.8016977854407488,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2013,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2013-12-31,152026.22748844107,3.2127920793444176,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2014,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2014-12-31,155304.9882964657,2.156707340694819,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2015,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2015-12-31,73406.13063366392,-52.73420935228618,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2016,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2016-12-31,75080.94782014341,2.281576718486522,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2017,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2017-12-31,76881.3566345942,2.39795696075078,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2018,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2018-12-31,75302.08979724957,-2.0541609910067593,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2019,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2019-12-31,73922.6029683411,-1.8319369789374096,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2020,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2020-12-31,78609.64739651309,6.340475362020603,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2021,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2021-12-31,85530.8921249522,8.804574193709103,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2022,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2022-12-31,91192.6769755332,6.619578856151409,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2023,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2023-12-31,98960.35511934049,8.517874901173617,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2024,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2024-12-31,109971.466493341,11.126790481624438,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,0
IL,2025,40102,Norwood,city,IL,"Peoria, IL",Peoria County,2025-09-30,125258.51068836891,13.900918740547642,EdgeConneX,Expansions, Chicago & Atlanta,2025-09-01,1
IN,2001,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2001-12-31,73624.27087383828,5.077855753219973,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2002,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2002-12-31,55531.591084039595,-24.574341552124967,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2003,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2003-12-31,56096.71909787777,1.0176694072801418,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2004,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2004-12-31,57639.90020429093,2.7509293435157955,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2005,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2005-12-31,59425.174431658794,3.0972888937010445,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2006,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2006-12-31,60961.53740453097,2.5853739388498553,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2007,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2007-12-31,60374.44670102014,-0.9630510129936432,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2008,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2008-12-31,60101.3274861819,-0.4523755160701581,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2009,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2009-12-31,55365.82963232717,-7.879190114300694,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2010,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2010-12-31,51472.21735765852,-7.032518613963368,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2011,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2011-12-31,50810.14388980187,-1.286273453611264,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2012,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2012-12-31,51988.18926484246,2.3185239892167253,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2013,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2013-12-31,53362.17223003161,2.6428752080394524,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2014,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2014-12-31,54016.986369421415,1.2271129753996135,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2015,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2015-12-31,53488.9060101266,-0.977619069089264,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2016,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2016-12-31,54332.11318000488,1.576415060197056,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2017,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2017-12-31,57444.75430835545,5.728916005969142,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2018,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2018-12-31,63383.99623921528,10.339050105391356,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2019,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2019-12-31,72455.10464112734,14.311354506076125,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2020,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2020-12-31,75436.62397253037,4.114988648723372,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2021,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2021-12-31,83941.97071003135,11.274824202893983,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2022,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2022-12-31,96913.43269263122,15.452891888145448,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,0
IN,2023,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2023-12-31,100720.15709272736,3.927963641706378,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,1
IN,2024,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2024-12-31,106731.52572384848,5.9683868697571585,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,1
IN,2025,32458,Leavenworth,city,IN,"Peru, IN",Crawford County,2025-09-30,97624.8837934292,-8.53228872037427,Google,Fort Wayne Data Center Campus, Fort Wayne,2023-11-01,1
KS,2001,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2001-12-31,275492.17190794647,239.16406389657604,,,,,0
KS,2002,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2002-12-31,296613.75215548923,7.666853145504393,,,,,0
KS,2003,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2003-12-31,308327.08124646946,3.9490175374066623,,,,,0
KS,2004,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2004-12-31,311591.0998433069,1.0586220917222056,,,,,0
KS,2005,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2005-12-31,348111.3827624013,11.720579611375223,,,,,0
KS,2006,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2006-12-31,343516.7922933973,-1.3198621753026665,,,,,0
KS,2007,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2007-12-31,309997.463380356,-9.757697342612715,,,,,0
KS,2008,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2008-12-31,315316.8879443823,1.7159574488193607,,,,,0
KS,2009,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2009-12-31,108159.69219085114,-65.69809727098122,,,,,0
KS,2010,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2010-12-31,106872.6023484369,-1.189990297072152,,,,,0
KS,2011,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2011-12-31,105711.96129635748,-1.086004295371601,,,,,0
KS,2012,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2012-12-31,58984.6140589528,-44.202516597348165,,,,,0
KS,2013,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2013-12-31,58336.55116069067,-1.0986982090184003,,,,,0
KS,2014,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2014-12-31,56848.07756469159,-2.551528272384518,,,,,0
KS,2015,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2015-12-31,127917.21101933446,125.01589587399518,,,,,0
KS,2016,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2016-12-31,58361.519270253,-54.37555368414672,,,,,0
KS,2017,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2017-12-31,55160.69290776912,-5.48448087456721,,,,,0
KS,2018,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2018-12-31,57093.80889996063,3.504517239157545,,,,,0
KS,2019,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2019-12-31,61283.82136736246,7.338821052810718,,,,,0
KS,2020,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2020-12-31,61565.89369602546,0.4602720952600725,,,,,0
KS,2021,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2021-12-31,65085.97756174654,5.717587538160496,,,,,0
KS,2022,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2022-12-31,73496.52575446923,12.92221229180075,,,,,0
KS,2023,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2023-12-31,82291.92721668219,11.96709827019018,,,,,0
KS,2024,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2024-12-31,87466.02100793604,6.28748647194759,,,,,0
KS,2025,25149,Hoisington,city,KS,"Great Bend, KS",Barton County,2025-09-30,84676.12065157601,-3.1896962091220393,,,,,0
KY,2001,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2001-12-31,76111.44919124921,3.2209165646035487,,,,,0
KY,2002,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2002-12-31,77061.46510202272,1.2481905427741191,,,,,0
KY,2003,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2003-12-31,77031.908162735,-0.0383550186186965,,,,,0
KY,2004,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2004-12-31,63887.76846772497,-17.063240426606285,,,,,0
KY,2005,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2005-12-31,65564.50937626633,2.6245100568638824,,,,,0
KY,2006,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2006-12-31,65970.39632863323,0.6190650341598047,,,,,0
KY,2007,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2007-12-31,65884.91722389859,-0.1295719133000528,,,,,0
KY,2008,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2008-12-31,65424.398302762565,-0.6989747282690417,,,,,0
KY,2009,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2009-12-31,65847.29016701278,0.6463825044186189,,,,,0
KY,2010,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2010-12-31,64720.33965874815,-1.711460722842606,,,,,0
KY,2011,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2011-12-31,64355.43120706323,-0.5638234496434635,,,,,0
KY,2012,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2012-12-31,65507.49860245856,1.790163431099634,,,,,0
KY,2013,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2013-12-31,65362.40859723103,-0.2214861020843339,,,,,0
KY,2014,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2014-12-31,64332.91663959348,-1.5750520516790711,,,,,0
KY,2015,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2015-12-31,68067.42146293,5.804967376588865,,,,,0
KY,2016,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2016-12-31,69663.12684715813,2.344301208908228,,,,,0
KY,2017,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2017-12-31,74983.80222847068,7.637721161994615,,,,,0
KY,2018,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2018-12-31,78395.63436640553,4.550092201965472,,,,,0
KY,2019,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2019-12-31,85716.54166916957,9.3384119688956,,,,,0
KY,2020,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2020-12-31,97551.76165388648,13.807393245513763,,,,,0
KY,2021,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2021-12-31,110273.26689516575,13.040774482797302,,,,,0
KY,2022,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2022-12-31,118937.60311464412,7.857150208232566,,,,,0
KY,2023,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2023-12-31,122644.74918279576,3.116883114399327,,,,,0
KY,2024,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2024-12-31,134491.5187473389,9.659418477741877,,,,,0
KY,2025,40209,Owenton,city,KY,"Cincinnati, OH-KY-IN",Owen County,2025-09-30,138317.75765339544,2.8449666876352753,,,,,0
LA,2001,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2001-12-31,101345.29857134631,0.6188691071268959,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2002,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2002-12-31,104549.94407992715,3.162105745166643,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2003,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2003-12-31,108435.1206663616,3.7160962835755207,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2004,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2004-12-31,117593.63201488032,8.446074751646249,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2005,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2005-12-31,137424.9999928343,16.86432133964917,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2006,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2006-12-31,153005.08317529512,11.337153489738562,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2007,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2007-12-31,156302.2888045793,2.1549647638220204,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2008,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2008-12-31,151832.15763250712,-2.8599268803165545,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2009,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2009-12-31,147169.66256038417,-3.070821850143235,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2010,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2010-12-31,112953.95782228115,-23.2491562070846,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2011,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2011-12-31,149920.12143972295,32.72675374120435,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2012,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2012-12-31,164189.86657381663,9.518232107243186,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2013,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2013-12-31,165825.34085343362,0.9960872213034656,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2014,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2014-12-31,170933.07289104164,3.0801878719625364,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2015,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2015-12-31,180846.89481523164,5.799826655260221,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2016,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2016-12-31,178302.66102071642,-1.4068440584034558,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2017,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2017-12-31,191005.64838301597,7.124395838839237,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2018,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2018-12-31,186814.72311824796,-2.1941368227834324,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2019,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2019-12-31,293903.3062689482,57.32341721423984,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2020,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2020-12-31,303226.9200090363,3.172340542353802,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2021,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2021-12-31,128943.67726233424,-57.47617749159881,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2022,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2022-12-31,102129.27028001322,-20.79544150719965,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2023,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2023-12-31,92556.86277469817,-9.372834525371507,Meta,Monroe Campus, Richland Parish,2024-12-01,0
LA,2024,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2024-12-31,98519.42557727912,6.442053699567385,Meta,Monroe Campus, Richland Parish,2024-12-01,1
LA,2025,18828,Kilbourne,city,LA,"Opelousas, LA",West Carroll Parish,2025-09-30,99514.69329708442,1.0102248505545752,Meta,Monroe Campus, Richland Parish,2024-12-01,1
MA,2001,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2001-12-31,148898.16899322133,8.920598307647133,,,,,0
MA,2002,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2002-12-31,152992.84786102604,2.749986044483266,,,,,0
MA,2003,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2003-12-31,160172.87254034358,4.693045968945975,,,,,0
MA,2004,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2004-12-31,161915.39214643033,1.0878993292998684,,,,,0
MA,2005,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2005-12-31,159537.23765538572,-1.4687636916531632,,,,,0
MA,2006,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2006-12-31,160337.82508779792,0.5018185372756223,,,,,0
MA,2007,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2007-12-31,161373.83567667726,0.6461423487015949,,,,,0
MA,2008,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2008-12-31,160603.71252920807,-0.4772292510987874,,,,,0
MA,2009,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2009-12-31,154123.83759278498,-4.034698099052125,,,,,0
MA,2010,35536,Gosnold,city,MA,"Vineyard Haven, MA",Dukes County,2010-12-31,154733.90329538347,0.3958282587086525,,,,,0
