CountyName,StateName,Year,Avg_Home_Value,HomeValue_Pct_Change
Marion County,MO,2025,231972.41,6.31
Marion County,MS,2025,148722.01,-35.89
Marion County,OH,2025,193579.34,30.16
Marion County,OR,2025,498396.84,157.46
Marion County,SC,2025,121505.6,-75.62
Marion County,TN,2025,245526.43,102.07
Marion County,TX,2025,170458.22,-30.57
Marion County,WV,2025,137314.16,-19.44
Philadelphia County,PA,2000,64289.64,0.0
Philadelphia County,PA,2001,68266.84,6.19
Philadelphia County,PA,2002,72589.1,6.33
Philadelphia County,PA,2003,79986.79,10.19
Philadelphia County,PA,2004,90709.16,13.41
Philadelphia County,PA,2005,108938.39,20.1
Philadelphia County,PA,2006,126511.17,16.13
Philadelphia County,PA,2007,133413.6,5.46
Philadelphia County,PA,2008,132301.79,-0.83
Philadelphia County,PA,2009,126433.47,-4.44
Philadelphia County,PA,2010,126153.09,-0.22
Philadelphia County,PA,2011,118791.63,-5.84
Philadelphia County,PA,2012,114639.82,-3.5
Philadelphia County,PA,2013,114440.42,-0.17
Philadelphia County,PA,2014,117981.19,3.09
Philadelphia County,PA,2015,123371.43,4.57
Philadelphia County,PA,2016,132981.86,7.79
Philadelphia County,PA,2017,147504.1,10.92
Philadelphia County,PA,2018,162338.76,10.06
Philadelphia County,PA,2019,176538.51,8.75
Philadelphia County,PA,2020,192412.14,8.99
Philadelphia County,PA,2021,211949.28,10.15
Philadelphia County,PA,2022,222954.48,5.19
Philadelphia County,PA,2023,219088.17,-1.73
Philadelphia County,PA,2024,223953.84,2.22
Philadelphia County,PA,2025,230515.16,2.93
Polk County,AR,2000,62128.0,0.0
Polk County,FL,2000,82279.19,32.43
Polk County,GA,2000,65138.52,-20.83
Polk County,IA,2000,144902.25,122.45
Polk County,NC,2000,104327.25,-28.0
Polk County,OR,2000,143626.12,37.67
Polk County,TN,2000,55627.4,-61.27
Polk County,AR,2001,66661.1,19.84
Polk County,FL,2001,86278.75,29.43
Polk County,GA,2001,69487.76,-19.46
Polk County,IA,2001,150347.77,116.37
Polk County,NC,2001,113082.43,-24.79
Polk County,OR,2001,149916.65,32.57
Polk County,TN,2001,60620.72,-59.56
Polk County,AR,2002,68430.86,12.88
Polk County,FL,2002,89163.06,30.3
Polk County,GA,2002,73523.99,-17.54
Polk County,IA,2002,155988.39,112.16
Polk County,NC,2002,119444.15,-23.43
Polk County,OR,2002,155976.48,30.59
Polk County,TN,2002,64961.09,-58.35
Polk County,AR,2003,70606.97,8.69
Polk County,FL,2003,95459.36,35.2
Polk County,GA,2003,76805.17,-19.54
Polk County,IA,2003,163960.55,113.48
Polk County,NC,2003,125744.37,-23.31
Polk County,OR,2003,162022.44,28.85
Polk County,TN,2003,70100.25,-56.73
Polk County,AR,2004,73805.03,5.28
Polk County,FL,2004,104450.08,41.52
Polk County,GA,2004,80378.27,-23.05
Polk County,IA,2004,172857.25,115.05
Polk County,NC,2004,133400.94,-22.83
Polk County,OR,2004,171995.64,28.93
Polk County,TN,2004,73869.76,-57.05
Polk County,AR,2005,79015.63,6.97
Polk County,FL,2005,125328.42,58.61
Polk County,GA,2005,78600.02,-37.28
Polk County,IA,2005,180765.59,129.98
Polk County,NC,2005,138336.41,-23.47
Polk County,OR,2005,186748.92,35.0
Polk County,TN,2005,81052.89,-56.6
Polk County,AR,2006,83910.62,3.53
Polk County,FL,2006,156129.63,86.07
Polk County,GA,2006,82151.55,-47.38
Polk County,IA,2006,187402.85,128.12
Polk County,NC,2006,150190.08,-19.86
Polk County,OR,2006,209491.87,39.48
Polk County,TN,2006,88945.08,-57.54
Polk County,WI,2006,158342.72,78.02
Polk County,AR,2007,86366.15,-45.46
Polk County,FL,2007,161699.84,87.23
Polk County,GA,2007,84620.26,-47.67
Polk County,IA,2007,189403.0,123.83
Polk County,NC,2007,159893.18,-15.58
Polk County,OR,2007,234951.82,46.94
Polk County,TN,2007,94762.36,-59.67
Polk County,WI,2007,155221.61,63.8
Polk County,AR,2008,86555.33,-44.24
Polk County,FL,2008,145806.56,68.45
Polk County,GA,2008,83842.01,-42.5
Polk County,IA,2008,186048.05,121.9
Polk County,NC,2008,165218.51,-11.2
Polk County,OR,2008,231923.98,40.37
Polk County,TN,2008,96951.54,-58.2
Polk County,WI,2008,154115.23,58.96
Polk County,AR,2009,84995.95,-44.85
Polk County,FL,2009,118779.25,39.75
Polk County,GA,2009,78597.91,-33.83
Polk County,IA,2009,181389.31,130.78
Polk County,MO,2009,122150.21,-32.66
Polk County,NC,2009,159492.26,30.57
Polk County,OR,2009,210818.88,32.18
Polk County,TN,2009,96904.27,-54.03
Polk County,TX,2009,105956.26,9.34
Polk County,WI,2009,147920.87,39.61
Polk County,AR,2010,83201.7,-43.75
Polk County,FL,2010,101148.7,21.57
Polk County,GA,2010,72599.91,-28.22
Polk County,IA,2010,180674.96,148.86
Polk County,MO,2010,117689.28,-34.86
Polk County,NC,2010,154817.77,31.55
Polk County,NE,2010,83462.72,-46.09
Polk County,OR,2010,195906.86,134.72
Polk County,TN,2010,96086.61,-50.95
Polk County,TX,2010,100374.94,4.46
Polk County,WI,2010,140032.34,39.51
Polk County,AR,2011,84339.48,-39.77
Polk County,FL,2011,84964.16,0.74
Polk County,GA,2011,66228.16,-22.05
Polk County,IA,2011,174315.93,163.21
Polk County,MO,2011,113043.57,-35.15
Polk County,NC,2011,151823.6,34.31
Polk County,NE,2011,86138.15,-43.26
Polk County,OR,2011,184086.46,113.71
Polk County,TN,2011,94851.97,-48.47
Polk County,TX,2011,96462.49,1.7
Polk County,WI,2011,133776.07,38.68
Polk County,AR,2012,85897.28,-35.79
Polk County,FL,2012,85886.43,-0.01
Polk County,GA,2012,65244.87,-24.03
Polk County,IA,2012,174615.96,167.63
Polk County,MN,2012,107384.74,-38.5
Polk County,MO,2012,93981.96,-12.48
Polk County,NC,2012,148450.31,57.96
Polk County,NE,2012,88473.16,-40.4
Polk County,OR,2012,183001.53,106.84
Polk County,TN,2012,96572.68,-47.23
Polk County,TX,2012,93383.8,-3.3
Polk County,WI,2012,135939.95,45.57
Polk County,AR,2013,87056.78,-35.96
Polk County,FL,2013,94125.6,8.12
Polk County,GA,2013,71045.77,-24.52
Polk County,IA,2013,183525.89,158.32
Polk County,MN,2013,120997.76,-34.07
Polk County,MO,2013,102876.36,-14.98
Polk County,NC,2013,149226.2,45.05
Polk County,NE,2013,94848.7,-36.44
Polk County,OR,2013,190757.25,101.12
Polk County,TN,2013,99977.52,-47.59
Polk County,TX,2013,95515.31,-4.46
Polk County,WI,2013,138717.4,45.23
Polk County,AR,2014,86637.93,-37.54
Polk County,FL,2014,105255.64,21.49
Polk County,GA,2014,80443.39,-23.57
Polk County,IA,2014,192516.48,139.32
Polk County,MN,2014,133233.12,-30.79
Polk County,MO,2014,105483.04,-20.83
Polk County,NC,2014,151999.45,44.1
Polk County,NE,2014,105515.24,-30.58
Polk County,OR,2014,202415.74,91.84
Polk County,TN,2014,104795.27,-48.23
Polk County,TX,2014,102269.69,-2.41
Polk County,WI,2014,148373.68,45.08
Polk County,AR,2015,93509.02,-36.98
Polk County,FL,2015,115409.3,23.42
Polk County,GA,2015,87572.96,-24.12
Polk County,IA,2015,198830.59,127.05
Polk County,MN,2015,148177.74,-25.48
Polk County,MO,2015,118297.67,-20.17
Polk County,NC,2015,160253.2,35.47
Polk County,NE,2015,110769.98,-30.88
Polk County,OR,2015,218129.55,96.92
Polk County,TN,2015,111332.48,-48.96
Polk County,TX,2015,106851.48,-4.02
Polk County,WI,2015,156075.81,46.07
Polk County,AR,2016,99541.15,-36.22
Polk County,FL,2016,128270.58,28.86
Polk County,GA,2016,93546.48,-27.07
Polk County,IA,2016,212453.67,127.11
Polk County,MN,2016,169349.65,-20.29
Polk County,MO,2016,127068.55,-24.97
Polk County,NC,2016,175360.8,38.0
Polk County,NE,2016,110376.36,-37.06
Polk County,OR,2016,242621.77,119.81
Polk County,TN,2016,124401.48,-48.73
Polk County,TX,2016,104062.83,-16.35
Polk County,WI,2016,169104.95,62.5
Polk County,AR,2017,101899.58,-39.74
Polk County,FL,2017,142930.98,40.27
Polk County,GA,2017,99937.6,-30.08
Polk County,IA,2017,225903.54,126.04
Polk County,MN,2017,177876.92,-21.26
Polk County,MO,2017,134481.39,-24.4
Polk County,NC,2017,189987.6,41.27
Polk County,NE,2017,110307.58,-41.94
Polk County,OR,2017,268445.51,143.36
Polk County,TN,2017,135777.53,-49.42
Polk County,TX,2017,107695.27,-20.68
Polk County,WI,2017,181855.15,68.86
Polk County,AR,2018,106775.61,-41.29
Polk County,FL,2018,159280.55,49.17
Polk County,GA,2018,112367.98,-29.45
Polk County,IA,2018,237594.05,111.44
Polk County,MN,2018,166854.3,-29.77
Polk County,MO,2018,144797.15,-13.22
Polk County,NC,2018,200843.28,38.71
Polk County,NE,2018,112531.54,-43.97
Polk County,OR,2018,296967.27,163.9
Polk County,TN,2018,138818.54,-53.25
Polk County,TX,2018,113574.86,-18.18
Polk County,WI,2018,194035.36,70.84
Polk County,AR,2019,111164.65,-42.71
Polk County,FL,2019,173625.18,56.19
Polk County,GA,2019,123118.25,-29.09
Polk County,IA,2019,246308.58,100.06
Polk County,MN,2019,170128.17,-30.93
Polk County,MO,2019,165489.48,-2.73
Polk County,NC,2019,206518.67,24.79
Polk County,NE,2019,118779.26,-42.48
Polk County,OR,2019,315667.13,165.76
Polk County,TN,2019,150411.42,-52.35
Polk County,TX,2019,124884.25,-16.97
Polk County,WI,2019,208262.06,66.76
Polk County,AR,2020,116848.96,-43.89
Polk County,FL,2020,187318.02,60.31
Polk County,GA,2020,136551.64,-27.1
Polk County,IA,2020,254739.03,86.55
Polk County,MN,2020,174807.4,-31.38
Polk County,MO,2020,176518.65,0.98
Polk County,NC,2020,223766.03,26.77
Polk County,NE,2020,127138.93,-43.18
Polk County,OR,2020,342444.4,169.35
Polk County,TN,2020,166716.55,-51.32
Polk County,TX,2020,134606.15,-19.26
Polk County,WI,2020,226812.46,68.5
Polk County,AR,2021,137025.21,-39.59
Polk County,FL,2021,219815.56,60.42
Polk County,GA,2021,168695.52,-23.26
Polk County,IA,2021,279566.69,65.72
Polk County,MN,2021,191681.38,-31.44
Polk County,MO,2021,199585.83,4.12
Polk County,NC,2021,268830.04,34.69
Polk County,NE,2021,146700.61,-45.43
Polk County,OR,2021,408976.91,178.78
Polk County,TN,2021,196866.97,-51.86
Polk County,TX,2021,155234.01,-21.15
Polk County,WI,2021,266921.3,71.95
Polk County,AR,2022,159159.36,-40.37
Polk County,FL,2022,274634.75,72.55
Polk County,GA,2022,205783.31,-25.07
Polk County,IA,2022,310360.0,50.82
Polk County,MN,2022,210129.01,-32.3
Polk County,MO,2022,240379.41,14.4
Polk County,NC,2022,313140.62,30.27
Polk County,NE,2022,169942.87,-45.73
Polk County,OR,2022,460293.84,170.85
Polk County,TN,2022,220770.01,-52.04
Polk County,TX,2022,178691.0,-19.06
Polk County,WI,2022,299412.48,67.56
Polk County,AR,2023,159647.18,-46.68
Polk County,FL,2023,283554.4,77.61
Polk County,GA,2023,215605.27,-23.96
Polk County,IA,2023,320240.19,48.53
Polk County,MN,2023,219057.78,-31.6
Polk County,MO,2023,245515.73,12.08
Polk County,NC,2023,323780.48,31.88
Polk County,NE,2023,171385.5,-47.07
Polk County,OR,2023,458801.85,167.7
Polk County,TN,2023,219417.5,-52.18
Polk County,TX,2023,175021.2,-20.23
Polk County,WI,2023,305933.49,74.8
Polk County,AR,2024,165893.52,-45.77
Polk County,FL,2024,287532.86,73.32
Polk County,GA,2024,228730.13,-20.45
Polk County,IA,2024,330534.09,44.51
Polk County,MN,2024,227679.83,-31.12
Polk County,MO,2024,259728.85,14.08
Polk County,NC,2024,343886.79,32.4
Polk County,NE,2024,179651.05,-47.76
Polk County,OR,2024,470463.15,161.88
Polk County,TN,2024,234067.98,-50.25
Polk County,TX,2024,177737.98,-24.07
Polk County,WI,2024,315745.45,77.65
Polk County,AR,2025,173235.12,-45.13
Polk County,FL,2025,281147.31,62.29
Polk County,GA,2025,228200.48,-18.83
Polk County,IA,2025,337392.29,47.85
Polk County,MN,2025,239127.03,-29.12
Polk County,MO,2025,269262.6,12.6
Polk County,NC,2025,350373.45,30.12
Polk County,NE,2025,192882.14,-44.95
Polk County,OR,2025,476401.28,146.99
Polk County,TN,2025,236355.32,-50.39
Polk County,TX,2025,179217.27,-24.17
Polk County,WI,2025,325630.24,81.7
Providence County,RI,2000,134308.43,0.0
Providence County,RI,2001,149216.87,11.1
Providence County,RI,2002,173381.47,16.19
Providence County,RI,2003,207953.46,19.94
Providence County,RI,2004,243847.74,17.26
Providence County,RI,2005,279181.96,14.49
Providence County,RI,2006,291615.44,4.45
Providence County,RI,2007,277179.85,-4.95
Providence County,RI,2008,252370.76,-8.95
Providence County,RI,2009,217859.61,-13.67
Providence County,RI,2010,217072.82,-0.36
Providence County,RI,2011,200187.09,-7.78
Providence County,RI,2012,189857.49,-5.16
Providence County,RI,2013,193768.57,2.06
Providence County,RI,2014,204739.57,5.66
Providence County,RI,2015,213976.72,4.51
Providence County,RI,2016,228557.53,6.81
Providence County,RI,2017,247754.28,8.4
Providence County,RI,2018,267673.06,8.04
Providence County,RI,2019,278241.27,3.95
Providence County,RI,2020,299209.32,7.54
Providence County,RI,2021,347840.37,16.25
Providence County,RI,2022,386849.54,11.21
Providence County,RI,2023,406342.56,5.04
Providence County,RI,2024,440743.31,8.47
Providence County,RI,2025,458081.18,3.93
Richmond County,NC,2004,58797.07,0.0
Richmond County,NC,2005,62173.49,5.74
Richmond County,NC,2006,71800.19,15.48
Richmond County,NC,2007,77599.72,8.08
Richmond County,NC,2008,77753.63,0.2
Richmond County,NC,2009,75351.41,-3.09
Richmond County,NC,2010,73001.5,-3.12
Richmond County,NC,2011,70808.77,-3.0
Richmond County,VA,2011,129493.08,82.88
Richmond County,NC,2012,71802.47,-44.55
Richmond County,VA,2012,132532.22,84.58
Richmond County,NC,2013,70550.53,-46.77
Richmond County,VA,2013,134623.74,90.82
Richmond County,NC,2014,72282.55,-46.31
Richmond County,VA,2014,139084.95,92.42
Richmond County,NC,2015,71056.82,-48.91
Richmond County,VA,2015,139253.64,95.98
Richmond County,GA,2016,104471.11,-24.98
Richmond County,NC,2016,75044.0,-28.17
Richmond County,VA,2016,140951.25,87.82
Richmond County,GA,2017,106507.5,-24.44
Richmond County,NC,2017,79326.04,-25.52
Richmond County,VA,2017,144414.35,82.05
Richmond County,GA,2018,111262.31,-22.96
Richmond County,NC,2018,82912.64,-25.48
Richmond County,VA,2018,150488.33,81.5
Richmond County,GA,2019,123022.38,-18.25
Richmond County,NC,2019,88725.73,-27.88
Richmond County,VA,2019,153634.02,73.16
Richmond County,GA,2020,133694.68,-12.98
Richmond County,NC,2020,97209.16,-27.29
Richmond County,VA,2020,160829.56,65.45
Richmond County,GA,2021,164995.07,2.59
Richmond County,NC,2021,106699.72,-35.33
Richmond County,VA,2021,181161.08,69.79
Richmond County,GA,2022,186681.32,3.05
Richmond County,NC,2022,122617.57,-34.32
Richmond County,VA,2022,204969.08,67.16
Richmond County,GA,2023,192807.72,-5.93
Richmond County,NC,2023,129920.05,-32.62
Richmond County,VA,2023,214065.17,64.77
Richmond County,GA,2024,203871.64,-4.76
Richmond County,NC,2024,130144.1,-36.16
Richmond County,VA,2024,223973.59,72.1
Richmond County,GA,2025,205624.95,-8.19
Richmond County,NC,2025,129868.6,-36.84
Richmond County,VA,2025,230320.16,77.35
Sacramento County,CA,2000,173729.96,0.0
Sacramento County,CA,2001,203413.87,17.09
Sacramento County,CA,2002,233490.82,14.79
Sacramento County,CA,2003,274648.49,17.63
Sacramento County,CA,2004,327272.94,19.16
Sacramento County,CA,2005,407201.6,24.42
Sacramento County,CA,2006,436861.77,7.28
Sacramento County,CA,2007,391490.14,-10.39
Sacramento County,CA,2008,312411.41,-20.2
Sacramento County,CA,2009,253469.06,-18.87
Sacramento County,CA,2010,233057.64,-8.05
Sacramento County,CA,2011,208780.01,-10.42
Sacramento County,CA,2012,204670.5,-1.97
Sacramento County,CA,2013,253512.02,23.86
Sacramento County,CA,2014,293572.99,15.8
Sacramento County,CA,2015,317871.57,8.28
Sacramento County,CA,2016,347481.51,9.32
Sacramento County,CA,2017,378554.03,8.94
Sacramento County,CA,2018,409985.16,8.3
Sacramento County,CA,2019,423726.09,3.35
Sacramento County,CA,2020,445356.58,5.1
Sacramento County,CA,2021,525959.29,18.1
Sacramento County,CA,2022,587771.45,11.75
Sacramento County,CA,2023,559168.77,-4.87
Sacramento County,CA,2024,576328.58,3.07
Sacramento County,CA,2025,575460.79,-0.15
San Diego County,CA,2000,275155.49,0.0
San Diego County,CA,2001,313520.04,13.94
San Diego County,CA,2002,355893.2,13.52
San Diego County,CA,2003,414892.23,16.58
San Diego County,CA,2004,501781.17,20.94
San Diego County,CA,2005,593639.69,18.31
San Diego County,CA,2006,612883.56,3.24
San Diego County,CA,2007,578059.86,-5.68
San Diego County,CA,2008,496728.71,-14.07
San Diego County,CA,2009,420516.09,-15.34
San Diego County,CA,2010,420138.14,-0.09
San Diego County,CA,2011,398995.5,-5.03
San Diego County,CA,2012,398341.36,-0.16
San Diego County,CA,2013,454151.04,14.01
San Diego County,CA,2014,508585.56,11.99
San Diego County,CA,2015,545819.68,7.32
San Diego County,CA,2016,583011.33,6.81
San Diego County,CA,2017,619386.3,6.24
San Diego County,CA,2018,655600.25,5.85
San Diego County,CA,2019,656682.28,0.17
San Diego County,CA,2020,687121.87,4.64
San Diego County,CA,2021,812291.89,18.22
San Diego County,CA,2022,946141.86,16.48
San Diego County,CA,2023,949111.58,0.31
San Diego County,CA,2024,1009786.95,6.39
San Diego County,CA,2025,1008654.91,-0.11
Santa Clara County,CA,2000,694303.01,0.0
Santa Clara County,CA,2001,846601.56,21.94
Santa Clara County,CA,2002,842096.56,-0.53
Santa Clara County,CA,2003,852063.02,1.18
Santa Clara County,CA,2004,916436.06,7.55
Santa Clara County,CA,2005,1056041.7,15.23
Santa Clara County,CA,2006,1103950.67,4.54
Santa Clara County,CA,2007,1100785.7,-0.29
Santa Clara County,CA,2008,1005339.03,-8.67
Santa Clara County,CA,2009,870146.12,-13.45
Santa Clara County,CA,2010,883302.66,1.51
Santa Clara County,CA,2011,846047.21,-4.22
Santa Clara County,CA,2012,922638.82,9.05
Santa Clara County,CA,2013,1109014.43,20.2
Santa Clara County,CA,2014,1274192.36,14.89
Santa Clara County,CA,2015,1478454.57,16.03
Santa Clara County,CA,2016,1522451.13,2.98
Santa Clara County,CA,2017,1533644.35,0.74
Santa Clara County,CA,2018,1836995.86,19.78
Santa Clara County,CA,2019,1843851.28,0.37
Santa Clara County,CA,2020,1860525.43,0.9
Santa Clara County,CA,2021,2121965.01,14.05
Santa Clara County,CA,2022,2437275.47,14.86
Santa Clara County,CA,2023,2315234.26,-5.01
Santa Clara County,CA,2024,2485074.48,7.34
Santa Clara County,CA,2025,2544407.88,2.39
Suffolk County,MA,2000,174532.65,0.0
Suffolk County,NY,2000,278950.9,59.83
Suffolk County,MA,2001,206193.83,-26.08
Suffolk County,NY,2001,325939.15,58.07
Suffolk County,MA,2002,240186.78,-26.31
Suffolk County,NY,2002,380375.85,58.37
Suffolk County,MA,2003,273982.19,-27.97
Suffolk County,NY,2003,452556.38,65.18
Suffolk County,MA,2004,301891.3,-33.29
Suffolk County,NY,2004,519804.14,72.18
Suffolk County,MA,2005,331896.52,-36.15
Suffolk County,NY,2005,596808.76,79.82
Suffolk County,MA,2006,331050.39,-44.53
Suffolk County,NY,2006,656080.17,98.18
Suffolk County,MA,2007,317492.09,-51.61
Suffolk County,NY,2007,656511.99,106.78
Suffolk County,MA,2008,294061.73,-55.21
Suffolk County,NY,2008,620406.85,110.98
Suffolk County,MA,2009,266850.32,-56.99
Suffolk County,NY,2009,573040.36,114.74
Suffolk County,MA,2010,266899.78,-53.42
Suffolk County,NY,2010,585931.2,119.53
Suffolk County,MA,2011,260192.29,-55.59
Suffolk County,NY,2011,574133.64,120.66
Suffolk County,MA,2012,267713.03,-53.37
Suffolk County,NY,2012,557738.14,108.33
Suffolk County,MA,2013,298371.86,-46.5
Suffolk County,NY,2013,569141.64,90.75
Suffolk County,MA,2014,328273.14,-42.32
Suffolk County,NY,2014,624136.97,90.13
Suffolk County,MA,2015,358540.07,-42.55
Suffolk County,NY,2015,660675.14,84.27
Suffolk County,MA,2016,398871.33,-39.63
Suffolk County,NY,2016,644937.16,61.69
Suffolk County,MA,2017,440697.23,-31.67
Suffolk County,NY,2017,655540.93,48.75
Suffolk County,MA,2018,478974.51,-26.93
Suffolk County,NY,2018,660254.77,37.85
Suffolk County,MA,2019,497163.09,-24.7
Suffolk County,NY,2019,708521.32,42.51
Suffolk County,MA,2020,524691.41,-25.95
Suffolk County,NY,2020,720542.7,37.33
Suffolk County,MA,2021,567704.94,-21.21
Suffolk County,NY,2021,826991.86,45.67
Suffolk County,MA,2022,601060.7,-27.32
Suffolk County,NY,2022,939064.24,56.23
Suffolk County,MA,2023,606697.47,-35.39
Suffolk County,NY,2023,964198.21,58.93
Suffolk County,MA,2024,641482.66,-33.47
Suffolk County,NY,2024,1024623.52,59.73
Suffolk County,MA,2025,653696.78,-36.2
Suffolk County,NY,2025,1059829.63,62.13
Travis County,TX,2000,270652.96,0.0
Travis County,TX,2001,280108.14,3.49
Travis County,TX,2002,288351.2,2.94
Travis County,TX,2003,284439.92,-1.36
Travis County,TX,2004,296191.77,4.13
Travis County,TX,2005,315706.01,6.59
Travis County,TX,2006,337343.98,6.85
Travis County,TX,2007,349779.85,3.69
Travis County,TX,2008,345118.39,-1.33
Travis County,TX,2009,330062.27,-4.36
Travis County,TX,2010,321528.46,-2.59
Travis County,TX,2011,315501.63,-1.87
Travis County,TX,2012,331799.39,5.17
Travis County,TX,2013,366613.54,10.49
Travis County,TX,2014,397872.98,8.53
Travis County,TX,2015,427565.23,7.46
Travis County,TX,2016,449788.42,5.2
Travis County,TX,2017,468210.23,4.1
Travis County,TX,2018,491764.12,5.03
Travis County,TX,2019,500830.75,1.84
Travis County,TX,2020,537456.44,7.31
Travis County,TX,2021,735562.74,36.86
Travis County,TX,2022,906842.03,23.29
Travis County,TX,2023,849684.82,-6.3
Travis County,TX,2024,813230.38,-4.29
Travis County,TX,2025,779347.03,-4.17
Wayne County,GA,2000,86546.17,0.0
Wayne County,MI,2000,131518.97,51.96
Wayne County,NC,2000,68942.74,-47.58
Wayne County,NE,2000,80572.8,16.87
Wayne County,NY,2000,97796.83,21.38
Wayne County,OH,2000,111952.3,14.47
Wayne County,PA,2000,94249.72,-15.81
Wayne County,TN,2000,45879.36,-51.32
Wayne County,WV,2000,74041.27,61.38
Wayne County,GA,2001,91315.4,23.33
Wayne County,MI,2001,142061.18,55.57
Wayne County,NC,2001,73659.33,-48.15
Wayne County,NE,2001,83937.23,13.95
Wayne County,NY,2001,105969.23,26.25
Wayne County,OH,2001,117822.13,11.19
Wayne County,PA,2001,98652.22,-16.27
Wayne County,TN,2001,49748.32,-49.57
Wayne County,WV,2001,77045.76,54.87
Wayne County,GA,2002,93297.39,21.09
Wayne County,MI,2002,149826.49,60.59
Wayne County,NC,2002,76163.95,-49.17
Wayne County,NE,2002,86023.43,12.95
Wayne County,NY,2002,104996.06,22.06
Wayne County,OH,2002,121489.26,15.71
Wayne County,PA,2002,102336.66,-15.76
Wayne County,TN,2002,52379.49,-48.82
Wayne County,WV,2002,79712.06,52.18
Wayne County,GA,2003,95879.33,20.28
Wayne County,MI,2003,155127.83,61.79
Wayne County,NC,2003,78898.05,-49.14
Wayne County,NE,2003,88126.99,11.7
Wayne County,NY,2003,103852.53,17.84
Wayne County,OH,2003,125923.15,21.25
Wayne County,PA,2003,109462.5,-13.07
Wayne County,TN,2003,55107.46,-49.66
Wayne County,WV,2003,82698.77,50.07
Wayne County,GA,2004,99787.16,20.66
Wayne County,MI,2004,160318.05,60.66
Wayne County,NC,2004,81995.99,-48.85
Wayne County,NE,2004,91691.36,11.82
Wayne County,NY,2004,106507.48,16.16
Wayne County,OH,2004,130108.93,22.16
Wayne County,PA,2004,121506.71,-6.61
Wayne County,TN,2004,58449.72,-51.9
Wayne County,WV,2004,87261.28,49.29
Wayne County,GA,2005,104919.68,20.24
Wayne County,MI,2005,164487.4,56.77
Wayne County,NC,2005,86018.5,-47.71
Wayne County,NE,2005,94983.03,10.42
Wayne County,NY,2005,110306.6,16.13
Wayne County,OH,2005,134057.3,21.53
Wayne County,PA,2005,137624.29,2.66
Wayne County,TN,2005,63001.87,-54.22
Wayne County,WV,2005,96693.08,53.48
Wayne County,GA,2006,111113.22,14.91
Wayne County,MI,2006,165050.19,48.54
Wayne County,NC,2006,90473.78,-45.18
Wayne County,NE,2006,95804.11,5.89
Wayne County,NY,2006,115641.1,20.71
Wayne County,OH,2006,136954.23,18.43
Wayne County,PA,2006,150389.24,9.81
Wayne County,TN,2006,68523.7,-54.44
Wayne County,WV,2006,102524.41,49.62
Wayne County,GA,2007,117890.93,14.99
Wayne County,KY,2007,54305.75,-53.94
Wayne County,MI,2007,156105.43,187.46
Wayne County,NC,2007,91763.54,-41.22
Wayne County,NE,2007,97325.71,6.06
Wayne County,NY,2007,118400.3,21.65
Wayne County,OH,2007,140007.37,18.25
Wayne County,PA,2007,154730.42,10.52
Wayne County,TN,2007,73201.57,-52.69
Wayne County,WV,2007,105113.01,43.59
Wayne County,GA,2008,117772.3,12.04
Wayne County,KY,2008,56571.44,-51.97
Wayne County,MI,2008,134804.49,138.29
Wayne County,NC,2008,94317.22,-30.03
Wayne County,NE,2008,97574.74,3.45
Wayne County,NY,2008,115094.22,17.95
Wayne County,OH,2008,136690.06,18.76
Wayne County,PA,2008,157350.47,15.11
Wayne County,TN,2008,75223.6,-52.19
Wayne County,WV,2008,105537.61,40.3
Wayne County,GA,2009,112563.28,6.66
Wayne County,IA,2009,60644.24,-46.12
Wayne County,IL,2009,100741.32,66.12
Wayne County,IN,2009,106788.74,6.0
Wayne County,KY,2009,57630.91,-46.03
Wayne County,MI,2009,108928.15,89.01
Wayne County,NC,2009,92981.23,-14.64
Wayne County,NE,2009,99843.48,7.38
Wayne County,NY,2009,107712.56,7.88
Wayne County,OH,2009,130684.93,21.33
Wayne County,PA,2009,154024.61,17.86
Wayne County,TN,2009,73424.47,-52.33
Wayne County,WV,2009,105435.06,43.6
Wayne County,GA,2010,107706.29,2.15
Wayne County,IA,2010,61773.0,-42.65
Wayne County,IL,2010,97210.62,57.37
Wayne County,IN,2010,103747.59,6.72
Wayne County,KY,2010,66341.43,-36.05
Wayne County,MI,2010,98739.01,48.83
Wayne County,NC,2010,89807.54,-9.05
Wayne County,NE,2010,102056.12,13.64
Wayne County,NY,2010,111164.03,8.92
Wayne County,OH,2010,126372.59,13.68
Wayne County,PA,2010,151948.35,20.24
Wayne County,TN,2010,72503.61,-52.28
Wayne County,WV,2010,105876.04,46.03
Wayne County,GA,2011,102695.63,-3.0
Wayne County,IA,2011,65939.06,-35.79
Wayne County,IL,2011,92471.25,40.24
Wayne County,IN,2011,103023.35,11.41
Wayne County,KY,2011,75331.91,-26.88
Wayne County,MI,2011,91934.89,22.04
Wayne County,MO,2011,89565.46,-2.58
Wayne County,NC,2011,87290.77,-2.54
Wayne County,NE,2011,105044.03,20.34
Wayne County,NY,2011,108687.31,3.47
Wayne County,OH,2011,120515.27,10.88
Wayne County,PA,2011,147934.39,22.75
Wayne County,TN,2011,71453.15,-51.7
Wayne County,WV,2011,105117.28,47.11
Wayne County,GA,2012,101414.28,-3.52
Wayne County,IA,2012,72281.14,-28.73
Wayne County,IL,2012,93720.88,29.66
Wayne County,IN,2012,102695.36,9.58
Wayne County,KY,2012,73126.25,-28.79
